entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_CE0A4E44C33940,payment,0,230400,235968,INR,4719,849,0,1,1784480400,1784671200,setl_E37948BB5D4647,pay_CE0A4E44C33940,UTR590757115591,order_1BD376FF3D3542,rcpt_b65b3891a2,card,Visa,UTIB,credit,
pay_497F08DB860049,payment,0,230171,235972,INR,4916,885,0,1,1784642400,1784854800,setl_3D49C898979B4F,pay_497F08DB860049,UTR894487888653,order_4702361556E54E,rcpt_d60d3bb7d2,upi,,,,
pay_D78EB9B6BF244D,payment,0,155253,159005,INR,3180,572,0,1,1784408400,1784606400,setl_E37948BB5D4647,pay_D78EB9B6BF244D,UTR842005507000,order_5D25E0B65EE044,rcpt_9c3e7c38fb,wallet,,,,
pay_56B79B697ACD4B,payment,0,192916,197579,INR,3952,711,0,1,1786420800,1786597200,setl_3CBA8A8E45A842,pay_56B79B697ACD4B,UTR775602273023,order_0F53A889484A48,rcpt_460444596c,card,Amex,UTIB,debit,
pay_60CCF1B5D92F46,payment,0,2411222,2469502,INR,49390,8890,0,1,1785459600,1785646800,setl_EA62178F5D424B,pay_60CCF1B5D92F46,UTR563020204750,order_DC423039CA944D,rcpt_e7dfb9cd1f,card,MasterCard,SBIN,credit,
pay_FBF621CB916B49,payment,0,1799797,1843299,INR,36866,6636,0,1,1783782000,1783972800,setl_EB9A783295DB47,pay_FBF621CB916B49,UTR678004463771,order_69C05C9285CB4C,rcpt_8b865ab227,card,RuPay,KKBK,credit,
pay_1D40D25C68D949,payment,0,274240,280868,INR,5617,1011,0,1,1785682800,1785880800,setl_36E06F9A9F274F,pay_1D40D25C68D949,UTR566474661886,order_592C332B2A684D,rcpt_9f016785a6,wallet,,,,
pay_A3EF51A7EAF74E,payment,0,136916,140226,INR,2805,505,0,1,1784858400,1785060000,setl_FB36CF457C6944,pay_A3EF51A7EAF74E,UTR415724269771,order_F1EF403B77CB4D,rcpt_4b60a73293,card,RuPay,UTIB,debit,
pay_27F65D82AB5D46,payment,0,209987,215062,INR,4301,774,0,1,1783915200,1784113200,setl_6F8E491B93E84D,pay_27F65D82AB5D46,UTR760201609917,order_CD97649DBFE04D,rcpt_16318e6501,upi,,,,
pay_03BD97B1308647,payment,0,1798274,1841739,INR,36835,6630,0,1,1784588400,1784800800,setl_A18FA079F3FF44,pay_03BD97B1308647,UTR430915997894,order_C82A7B3CCFEC4F,rcpt_e8539a66a3,upi,,,,
pay_8F2033856C1E46,payment,0,69479,71158,INR,1423,256,0,1,1783584000,1783771200,setl_9FE4A1BEEA1642,pay_8F2033856C1E46,UTR271426460350,order_CC459ADA82F448,rcpt_05830bb4e8,card,Amex,ICIC,credit,
pay_A24E051BDFA542,payment,0,17558,17983,INR,360,65,0,1,1785196800,1785402000,setl_2D381C9EAF5E4F,pay_A24E051BDFA542,UTR338892699130,order_F2CCE6E1EF0E4D,rcpt_60c02308cf,upi,,,,
pay_75812462C88846,payment,0,177543,181835,INR,3637,655,0,1,1784991600,1785200400,setl_8C753A946BAE44,pay_75812462C88846,UTR640116925946,order_093449EFED844A,rcpt_e943bef7f4,upi,,,,
pay_68F609EDDC4944,payment,0,59533,60971,INR,1219,219,0,1,1783648800,1783836000,setl_CE83A226346B46,pay_68F609EDDC4944,UTR597087922074,order_F568953893E048,rcpt_64ffc93b50,netbanking,,,,
pay_73081C96E7544D,payment,0,278229,284954,INR,5699,1026,0,1,1785452400,1785654000,setl_EA62178F5D424B,pay_73081C96E7544D,UTR750072831530,order_51EB28BD80074B,rcpt_3b624e0fe0,upi,,,,
pay_8C7B5ED664454E,payment,0,11755496,12039632,INR,240793,43343,0,1,1785711600,1785891600,setl_3A74D9659C674B,pay_8C7B5ED664454E,UTR430079107548,order_E1C48BE579FA48,rcpt_07ff8f2f4f,card,Visa,KKBK,debit,
pay_32A978790FDF4C,payment,0,20165035,20652433,INR,413049,74349,0,1,1784163600,1784347200,setl_7EAD688CD1014B,pay_32A978790FDF4C,UTR851319995413,order_2F1BD06125C949,rcpt_48b6ff317f,upi,,,,
pay_9D1EF059E04F49,payment,0,280294,287068,INR,5741,1033,0,1,1785484800,1785690000,setl_EA62178F5D424B,pay_9D1EF059E04F49,UTR776138735175,order_D0968B2D7E944A,rcpt_4e13589198,upi,,,,
pay_22F2429D40E74C,payment,0,1036206,1061251,INR,21225,3820,0,1,1785747600,1785924000,setl_3A74D9659C674B,pay_22F2429D40E74C,UTR876194901113,order_CD55CAEED36F4B,rcpt_7ca6caa33e,card,MasterCard,KKBK,debit,
pay_8340F20730304E,payment,0,257411,263322,INR,5009,902,0,1,1785027600,1785218400,setl_8C753A946BAE44,pay_8340F20730304E,UTR071419744042,order_ACCA624A313F43,rcpt_8901ef4368,wallet,,,,
pay_E9DBDE8619A745,payment,0,33935,34755,INR,695,125,0,1,1784826000,1785020400,setl_2874A6F147F946,pay_E9DBDE8619A745,UTR051834242207,order_B5CCFAB6F5CA4D,rcpt_3e7b06016b,card,RuPay,UTIB,debit,
pay_EA729847740F4B,payment,0,1797451,1840896,INR,36818,6627,0,1,1783141200,1783339200,setl_AF20B22B515A45,pay_EA729847740F4B,UTR974847393827,order_5462BB58C8CC4C,rcpt_1beb820c17,card,Amex,SBIN,debit,
pay_1C2AB0307F2640,payment,0,255279,261449,INR,5229,941,0,1,1786449600,1786633200,setl_3CBA8A8E45A842,pay_1C2AB0307F2640,UTR127606032868,order_68ABC3A0019645,rcpt_2d61d7038d,card,MasterCard,ICIC,credit,
pay_451B1A2F531446,payment,0,250379,256431,INR,5129,923,0,1,1785844800,1786028400,setl_0C7CB81DB77048,pay_451B1A2F531446,UTR476844588096,order_5F4AC02B0B184A,rcpt_25dc84784d,netbanking,,,,
pay_4A557D91F7EE4F,payment,0,279406,286159,INR,5723,1030,0,1,1785794400,1785978000,setl_0C7CB81DB77048,pay_4A557D91F7EE4F,UTR529637644434,order_4623E42FE8E34D,rcpt_885b48b083,upi,,,,
pay_9EE0890279FA41,payment,0,59615,61056,INR,1221,220,0,1,1783893600,1784073600,setl_6F8E491B93E84D,pay_9EE0890279FA41,UTR227601407442,order_749F0BF7CFE54B,rcpt_0fabca886e,wallet,,,,
pay_9CDAC7A7213846,payment,0,2046953,2096429,INR,41929,7547,0,1,1785423600,1785614400,setl_6EDDB277A26C48,pay_9CDAC7A7213846,UTR419591262175,order_00C753159D7E42,rcpt_0bcb3eaac3,card,RuPay,KKBK,debit,
pay_03F79A6C574944,payment,0,132279,135477,INR,2710,488,0,1,1782993600,1783202400,setl_5F0241CBF87B4E,pay_03F79A6C574944,UTR714300755223,order_C238694D28CD04,rcpt_09be550c6a,card,RuPay,ICIC,credit,
pay_DB726386073E42,payment,0,288517,295491,INR,5910,1064,0,1,1783393200,1783591200,setl_3CAEC74023DE42,pay_DB726386073E42,UTR162187832001,order_B52C874B42584F,rcpt_9213b81fb9,card,Amex,UTIB,credit,
pay_B82D80AAF7164F,payment,0,385969,395298,INR,7906,1423,0,1,1783184400,1783364400,setl_AF20B22B515A45,pay_B82D80AAF7164F,UTR769416062438,order_43EB41D2758248,rcpt_c23e6759fc,netbanking,,,,
pay_609B196D1C334C,payment,0,558539,572039,INR,11441,2059,0,1,1783317600,1783504800,setl_1FFCE53D3FEC40,pay_609B196D1C334C,UTR027499037448,order_F83C0E8FF29646,rcpt_f5ed0fb8be,card,RuPay,KKBK,credit,
pay_4D8A831E64AB4F,payment,0,287350,294295,INR,5886,1059,0,1,1786406400,1786582800,setl_3CBA8A8E45A842,pay_4D8A831E64AB4F,UTR332553804504,order_F40C614FDD0145,rcpt_06b821be24,wallet,,,,
pay_305D12781DE04D,payment,0,126123,129171,INR,2583,465,0,1,1785625200,1785841200,setl_36E06F9A9F274F,pay_305D12781DE04D,UTR386426989816,order_7A2119419DE341,rcpt_4357b1bf77,upi,,,,
pay_EE69627CBECE48,payment,0,2130158,2181645,INR,43633,7854,0,1,1786302000,1786503600,setl_B4E973B5BD4643,pay_EE69627CBECE48,UTR104320534080,order_1E2482AE052C4F,rcpt_131601f1d7,card,MasterCard,KKBK,credit,
pay_C607347F7D7D45,payment,0,14350936,14697804,INR,293956,52912,0,1,1783868400,1784386800,setl_7EAD688CD1014B,pay_C607347F7D7D45,UTR237357351988,order_7BB24EDBB0DC4D,rcpt_b75991dca5,card,Visa,KKBK,credit,
pay_9F12DEF4C7A547,payment,0,263517,269887,INR,5398,972,0,1,1784660400,1784847600,setl_A18FA079F3FF44,pay_9F12DEF4C7A547,UTR492207256077,order_92F4C79ED21D40,rcpt_6f346e647d,card,Visa,SBIN,credit,
pay_D3BB3CD8A18A41,payment,0,745843,763870,INR,15277,2750,0,1,1785664800,1785873600,setl_36E06F9A9F274F,pay_D3BB3CD8A18A41,UTR828215006879,order_54392A2495824C,rcpt_40ab1bb6fe,card,Amex,UTIB,credit,
pay_B6BBE9E6770147,payment,0,101312,103760,INR,2075,373,0,1,1786784400,1786971600,setl_56C2A34370F042,pay_B6BBE9E6770147,UTR853761122032,order_3F3D2AA5EA8942,rcpt_35a8d32d7a,netbanking,,,,
pay_F2394AD4BBF74F,payment,0,279463,286217,INR,5724,1030,0,1,1784095200,1784311200,setl_A619DF38EC1D41,pay_F2394AD4BBF74F,UTR855707480160,order_3B4B7883669549,rcpt_0375e3b293,card,Visa,HDFC,debit,
pay_28AFC7EB5F1F44,payment,0,892601,914176,INR,18284,3291,0,1,1785279600,1785463200,setl_A00D7C780E0A4A,pay_28AFC7EB5F1F44,UTR676619808495,order_7C6F606AAA1945,rcpt_5dd4c00797,netbanking,,,,
pay_E37E601ADB1545,payment,0,650169,665884,INR,13318,2397,0,1,1785596400,1785780000,setl_0E982FC3AFF140,pay_E37E601ADB1545,UTR422948509899,order_81437A8468ED43,rcpt_be10a12c71,upi,,,,
pay_BCC354702A2D4E,payment,0,279169,285916,INR,5718,1029,0,1,1783728000,1783904400,setl_EB9A783295DB47,pay_BCC354702A2D4E,UTR720866662462,order_F8E11E10883F41,rcpt_8df985447f,card,MasterCard,SBIN,credit,
pay_A9004302F44844,payment,0,167041,171079,INR,3422,616,0,1,1786744800,1786942800,setl_56C2A34370F042,pay_A9004302F44844,UTR263293919600,order_1D4A5D14ABA64E,rcpt_0742c29d5e,wallet,,,,
pay_941758C7ED474D,payment,0,462130,473300,INR,9466,1704,0,1,1784937600,1785150000,setl_AC6D1D3D72C941,pay_941758C7ED474D,UTR862592046507,order_0E55787200AD4D,rcpt_d90636e052,netbanking,,,,
pay_73A3BB15955D45,payment,0,1401135,1435001,INR,28700,5166,0,1,1783501200,1783677600,setl_2DA2F1D191C942,pay_73A3BB15955D45,UTR775411680439,order_5F21BEF2707343,rcpt_31d40c1860,upi,,,,
pay_BB820A6FA50141,payment,0,13165,13484,INR,270,49,0,1,1786636800,1786852800,setl_73C8CE390D114A,pay_BB820A6FA50141,UTR676887844840,order_AC7A907D86814F,rcpt_9afcec5f8d,card,Visa,SBIN,credit,
pay_A2AE9782A52348,payment,0,1647610,1687434,INR,33749,6075,0,1,1785884400,1786075200,setl_979C44965CBC44,pay_A2AE9782A52348,UTR878581874041,order_41DC7E2BE0B144,rcpt_03e8901f80,upi,,,,
pay_5B2CC3A878544D,payment,0,1734549,1776473,INR,35529,6395,0,1,1784347200,1784527200,setl_DB0B3868827041,pay_5B2CC3A878544D,UTR381770762225,order_1A75FC55EC1046,rcpt_3d2b6976ec,card,Visa,SBIN,credit,
pay_32B41FD585414F,payment,0,1496588,1532761,INR,30655,5518,0,1,1784804400,1785002400,setl_2874A6F147F946,pay_32B41FD585414F,UTR963475114787,order_F6BA0861481942,rcpt_11bb133af1,card,RuPay,ICIC,credit,
pay_A887D1C86C0E45,payment,0,1342517,1374966,INR,27499,4950,0,1,1786489200,1786687200,setl_E57BF288020A41,pay_A887D1C86C0E45,UTR055721252593,order_382280D5F73F49,rcpt_b215f6f4fb,wallet,,,,
pay_887AA5C4193943,payment,0,187993,192537,INR,3851,693,0,1,1783263600,1783440000,setl_3D4FDF03CB1A4F,pay_887AA5C4193943,UTR273209986285,order_AB4C0D898EEA49,rcpt_9f5abb08e2,upi,,,,
pay_732886A0808942,payment,0,1988949,2037022,INR,40740,7333,0,1,1784977200,1785182400,setl_AC6D1D3D72C941,pay_732886A0808942,UTR416887653052,order_B3757E05D8FF46,rcpt_2721763326,card,Amex,ICIC,credit,
pay_5010D3F9791248,payment,0,11396,11671,INR,233,42,0,1,1783706400,1783915200,setl_EB9A783295DB47,pay_5010D3F9791248,UTR898660982173,order_08AE079E032646,rcpt_848d10f7a7,card,MasterCard,UTIB,credit,
pay_8E9CAA7233924A,payment,0,101516,103969,INR,2079,374,0,1,1783155600,1783346400,setl_AF20B22B515A45,pay_8E9CAA7233924A,UTR626220977112,order_59A6B28CE62E47,rcpt_2a1d1adfcd,upi,,,,
pay_511100A6ED8C47,payment,0,1873557,1918842,INR,38377,6908,0,1,1783202400,1783382400,setl_3D4FDF03CB1A4F,pay_511100A6ED8C47,UTR160910316479,order_0C50EE264B0943,rcpt_4fdb0e04bf,card,MasterCard,HDFC,credit,
pay_8E5217DCCB734D,payment,0,81525,83496,INR,1670,301,0,1,1784570400,1784761200,setl_FDE6D7CC4E584E,pay_8E5217DCCB734D,UTR628432674743,order_CE44B82934BF4B,rcpt_39ca391314,card,Visa,UTIB,credit,
pay_AAFA078E888949,payment,0,286616,293544,INR,5871,1057,0,1,1783231200,1784095200,setl_6F8E491B93E84D,pay_AAFA078E888949,UTR034584588436,order_15530599B4F74A,rcpt_bed35893c5,upi,,,,
pay_BCF71015725343,payment,0,188061,192606,INR,3852,693,0,1,1784239200,1784419200,setl_B81D85C6772242,pay_BCF71015725343,UTR405644021284,order_ECB917CA741545,rcpt_d2c8e1234d,card,RuPay,KKBK,debit,
pay_59203802521847,payment,0,63426,64959,INR,1299,234,0,1,1784984400,1785175200,setl_AC6D1D3D72C941,pay_59203802521847,UTR213519513373,order_926CE989273046,rcpt_e806938e26,upi,,,,
