order_id,amount,created_at,customer_id,status
order_C31E73FBFC264F,1459.34,2026-07-17T01:00:00,cust_20a336d2ef,completed
order_520BC6471FE845,2925.12,2026-07-03T12:00:00,cust_f424caa05e,completed
order_7EB2BE41E5AB45,483.27,2026-07-12T13:00:00,cust_673271549e,completed
order_AB4C0D898EEA49,1925.37,2026-07-05T15:00:00,cust_e685029efd,completed
order_B52C874B42584F,2954.91,2026-07-07T03:00:00,cust_29d9419837,completed
order_7F070A0BF1B346,2083.5,2026-07-23T20:00:00,cust_8ce758e27e,completed
order_601C6F1F55B44D,1824.41,2026-08-05T05:00:00,cust_bfc91c7e24,completed
order_F6DC3B037C434D,23606.73,2026-07-12T13:00:00,cust_b9da8f1cab,captured
order_07FB0DF043C24B,2351.64,2026-07-21T21:00:00,cust_ccaff51aca,captured
order_F2CCE6E1EF0E4D,179.83,2026-07-28T00:00:00,cust_a5b02df135,captured
order_BF95FE7807CE4B,238278.49,2026-07-05T21:00:00,cust_2b69c1ae09,completed
order_61A68BFF74FF4A,2982.17,2026-08-13T22:00:00,cust_8badbab436,captured
order_DEF82146F7CD40,40661.72,2026-07-07T21:00:00,cust_e40e3f5197,captured
order_55016A4C49184B,1276.01,2026-07-08T04:00:00,cust_2a7ca03105,captured
order_2D11481DD6AB4E,20609.91,2026-08-13T19:00:00,cust_3f0c52c93c,completed
order_D8730E36E90247,2027.3,2026-07-25T21:00:00,cust_372df6f0e2,captured
order_0CFEF896FF0E41,2057.94,2026-07-07T12:00:00,cust_a8fa7930e0,completed
order_B64AA89E2F5246,2878.54,2026-07-15T12:00:00,cust_7493dd4e19,captured
order_37108CB74B1E4C,20068.7,2026-08-12T21:00:00,cust_7f8ba04511,captured
order_F088C01E430D44,178089.69,2026-07-08T04:00:00,cust_7a476b8a91,captured
order_625112D695F040,1508.18,2026-07-10T04:00:00,cust_05c610cef2,captured
order_B567FCB4488D48,162800.89,2026-08-10T21:00:00,cust_22790c43a1,captured
order_699CCA81572047,2114.61,2026-07-07T23:00:00,cust_e57aff6f89,captured
order_5459CC2F1E3A4F,41423.16,2026-08-07T02:00:00,cust_ab90cab98b,completed
order_996E8F15BF1A4B,325.66,2026-07-18T07:00:00,cust_f1ba611b4c,completed
order_AD6552D43B1341,2624.52,2026-07-24T05:00:00,cust_8319929798,captured
order_52175719F7804F,2058.3,2026-07-30T12:00:00,cust_d330258d19,captured
order_B293A1D0AB8946,13351.8,2026-08-10T18:00:00,cust_f88822b21a,captured
order_984B7D20047B46,77336.33,2026-08-09T03:00:00,cust_590e164faa,completed
order_2824B29329594B,355.74,2026-07-11T22:00:00,cust_c93b627871,completed
order_242F92205F524F,933.13,2026-08-15T02:00:00,cust_ed38e9bbe2,captured
order_A002E60852A84D,742.47,2026-07-21T00:00:00,cust_d2447876f1,completed
order_16C49AEC777C4F,314.61,2026-07-18T17:00:00,cust_4026a2302d,captured
order_8B5EAAA5D9F542,466.78,2026-07-05T08:00:00,cust_9a74596f32,captured
order_0C50EE264B0943,19188.42,2026-07-04T22:00:00,cust_1bcefc3ee8,captured
order_9731039D336743,984.6,2026-07-12T11:00:00,cust_f45f6a92ee,captured
order_02574A2A1BA74C,2713.92,2026-08-11T11:00:00,cust_9c80766971,completed
order_6BB1F58DEB014D,24434.89,2026-07-10T17:00:00,cust_294a055afc,captured
order_21BA8A2C9B064E,13870.57,2026-08-06T18:00:00,cust_9b1a4a36f7,captured
order_4C38F1C8549D4E,2912.79,2026-08-03T18:00:00,cust_44852aca41,completed
order_E1B6563EB84044,188488.39,2026-07-04T16:00:00,cust_f9f0c83efc,completed
order_02BBFD5BCDE245,2980.94,2026-08-06T04:00:00,cust_fa43b9a231,completed
order_4D2E9F322CBD4F,2227.06,2026-07-27T11:00:00,cust_9814c12144,completed
order_DC423039CA944D,24695.02,2026-07-31T01:00:00,cust_67d34b2fce,captured
order_A41522D6AB6F4C,1328.11,2026-08-14T13:00:00,cust_3cbd38d3bd,completed
order_288ECAF791C549,2093.8,2026-07-30T07:00:00,cust_77e0f137cf,captured
order_AEBF9734E62E4D,642.21,2026-08-12T02:00:00,cust_e04dd9113f,completed
order_19B48BA8503D4C,15666.7,2026-08-06T12:00:00,cust_644b6c6832,completed
order_715652D053DE4A,925.7,2026-07-25T01:00:00,cust_7f815c72f9,completed
order_AF507F3C1CD844,2029.04,2026-07-12T12:00:00,cust_514b6cca62,completed
order_29564C574F5047,1059.32,2026-08-07T18:00:00,cust_b94aa04782,captured
order_DE735421A9C14A,964.88,2026-08-04T05:00:00,cust_126f913805,completed
order_79E89D6CDD9948,17463.23,2026-07-29T01:00:00,cust_fa9589c292,completed
order_6A777A1837C74F,180.74,2026-07-07T22:00:00,cust_9aeebce7c6,completed
order_841FAAF0171942,126.25,2026-07-30T09:00:00,cust_8db1d1938d,captured
order_6B8D3CFF9B2545,1602.74,2026-07-11T10:00:00,cust_50d2f35d83,completed
order_A0B77903A35742,16835.97,2026-07-10T07:00:00,cust_0005bd80b1,captured
order_E3A6A06237C240,1545.6,2026-08-03T23:00:00,cust_9fcd25903f,captured
order_4FCB42DE59314F,586.65,2026-07-10T05:00:00,cust_54a2d361d9,captured
order_2AD0C27E866948,3196.46,2026-07-03T18:00:00,cust_cbfe8c6d67,captured
order_DD13E92F21B04F,19407.71,2026-07-15T10:00:00,cust_14683257e8,completed
order_194F6F40C92241,2202.14,2026-07-09T00:00:00,cust_e0fb36e22c,completed
order_9A9787E089DE4D,2833.44,2026-08-15T10:00:00,cust_0589958322,captured
order_4B2301BB620E4F,2568.79,2026-07-30T13:00:00,cust_f5e948b0d1,captured
order_F568953893E048,609.71,2026-07-10T02:00:00,cust_3104300043,captured
order_69FD7020D2C549,9501.93,2026-07-04T07:00:00,cust_9fb8b83ff4,captured
order_5F9A2C96253544,1282.95,2026-07-20T12:00:00,cust_d00cc46fe9,completed
order_29640B6BAC4B4A,17474.27,2026-08-03T19:00:00,cust_3e7b2cd163,captured
order_87580B7DC3F04C,1538.71,2026-07-06T07:00:00,cust_ca6e100905,captured
order_655566648F324B,1739.39,2026-07-21T12:00:00,cust_09185eac50,completed
order_446388A703DA42,1268.77,2026-08-14T17:00:00,cust_03a9ca0567,completed
order_08AE079E032646,116.71,2026-07-10T18:00:00,cust_5eb40f04b1,completed
order_493F63761A7E43,3755.57,2026-07-21T09:00:00,cust_368b839f22,captured
order_FA56A2ECAE7443,20171.29,2026-07-07T23:00:00,cust_e8139c0a7d,completed
order_231FEBA431C742,2761.34,2026-08-03T04:00:00,cust_b15a22a3d6,captured
order_E7CBBE4D348648,17795.45,2026-07-19T17:00:00,cust_a5838639ee,completed
order_67FB9767BC2D41,1332.5,2026-08-14T04:00:00,cust_c2a2045f73,completed
order_22ECF9B4A1C741,155156.72,2026-07-15T23:00:00,cust_d215d525d8,captured
order_4DB30B115B1241,807.26,2026-07-16T20:00:00,cust_949e6810b5,captured
order_FED212AFD19A43,592.31,2026-07-25T05:00:00,cust_6dc52db7e8,captured
order_41E271CD116F42,671.88,2026-08-03T16:00:00,cust_5a76aa3e3d,completed
order_9ED71AD326144C,1198.87,2026-08-05T15:00:00,cust_3efcd3799a,completed
order_85619ADE11F34B,827.67,2026-08-02T14:00:00,cust_5a2d6048f8,completed
order_604F32ADDFF441,24780.69,2026-07-20T18:00:00,cust_db14461c0b,completed
order_03F8855D2EFB4F,7242.6,2026-07-02T17:00:00,cust_3079d3f304,completed
order_382280D5F73F49,13749.66,2026-08-11T23:00:00,cust_37bdd48229,completed
order_11C70188121A45,24011.96,2026-07-18T23:00:00,cust_a81bcc83d6,completed
order_4986F9FFC9BE47,119742.32,2026-07-14T07:00:00,cust_44db7f903d,completed
order_1D4A5D14ABA64E,1710.79,2026-08-14T22:00:00,cust_1833634f00,completed
order_9460A06E4BE845,945.48,2026-07-05T22:00:00,cust_cebe486d02,captured
order_C1015362CC5D42,2677.85,2026-07-09T16:00:00,cust_9a748de27b,captured
order_263C22C8964042,119.69,2026-08-10T12:00:00,cust_a7953ede3e,completed
order_6A93D6E08EDA43,17967.52,2026-08-08T02:00:00,cust_cb23c21b3a,completed
order_768C832768B642,717.15,2026-07-17T04:00:00,cust_69d299d5b0,captured
order_5DBE0D40AD4D43,949.84,2026-08-15T12:00:00,cust_d5fde9b506,captured
order_D9A1365F97DA48,1980.07,2026-08-10T19:00:00,cust_c9f62b4301,completed
order_72B4EB7D9D7E4C,20775.84,2026-08-08T03:00:00,cust_5bd6167d4e,completed
order_7B3E292A776D48,2265.53,2026-07-21T19:00:00,cust_7ea41bebf0,completed
order_51EB28BD80074B,2849.54,2026-07-30T23:00:00,cust_33920fecf2,captured
order_D4AB0F8EC14647,1034.02,2026-07-07T15:00:00,cust_ee3d145082,captured
order_1C80F2B91D1F44,1906.37,2026-07-05T21:00:00,cust_557135acb0,captured
order_F4ED3C3597DD44,2280.37,2026-07-24T12:00:00,cust_b09416b7be,completed
order_D88E0928AF4244,912.04,2026-07-17T21:00:00,cust_eeb39cf705,completed
order_B33A9AF596C94A,456.16,2026-07-25T11:00:00,cust_a8b565b206,completed
order_6BCA094013C147,2484.01,2026-07-24T03:00:00,cust_46db07ecac,captured
order_4509A45AA2244A,220143.04,2026-07-11T07:00:00,cust_df90c05166,captured
order_CD97649DBFE04D,2150.62,2026-07-13T04:00:00,cust_f9d45fb806,completed
order_7B06482C800743,93555.51,2026-07-23T06:00:00,cust_4ecbead752,completed
order_2F1BD06125C949,206524.33,2026-07-16T01:00:00,cust_2964839b7b,completed
order_E039B35545F144,2096.61,2026-07-11T22:00:00,cust_1183bdd27f,completed
order_AB2803E4F20A4E,18023.22,2026-07-16T06:00:00,cust_b499f6f785,captured
order_3D6FD809542442,635.58,2026-07-12T06:00:00,cust_22a51e56d8,captured
order_8DCFFE5DFBFE47,2924.35,2026-07-08T11:00:00,cust_861b60adb2,captured
order_E084C470699049,1193.91,2026-07-23T06:00:00,cust_57cca58bef,captured
order_32256E1A44AA42,1316.73,2026-07-21T20:00:00,cust_a0e7507c85,captured
order_676D79656D4D49,2438.71,2026-07-07T16:00:00,cust_3013b8f3c5,captured
order_9D3A6E06A6EB4B,1603.51,2026-08-07T22:00:00,cust_89bbe0b591,captured
order_8403226E2B664F,1928.03,2026-07-05T22:00:00,cust_8308644e0d,captured
order_DFDE7ED5F0A243,2727.73,2026-07-20T19:00:00,cust_098e7e2817,captured
order_92B8567102094A,2761.29,2026-08-15T06:00:00,cust_b69ed9d859,captured
order_9DE0CC662A9742,2241.51,2026-07-09T17:00:00,cust_d12db29a53,completed
order_4CDE1FCD4C384E,176.76,2026-07-31T20:00:00,cust_cf17585b1f,completed
order_D0D322DBE9F946,2609.01,2026-07-01T15:00:00,cust_24ff95f7b6,captured
order_C577D59ECE3C47,20613.04,2026-07-07T07:00:00,cust_26f9b84268,completed
order_CD4DC90BC45B4E,208017.8,2026-07-18T09:00:00,cust_7ed959c452,captured
order_81437A8468ED43,6658.84,2026-08-01T15:00:00,cust_5508f47ab7,completed
order_813E0AB37DF845,12002.64,2026-07-17T19:00:00,cust_b8d4303451,completed
order_AB419AC5FE774A,3830.44,2026-07-22T19:00:00,cust_0b27072955,completed
order_300B29E738E341,619.38,2026-07-01T22:00:00,cust_8d67ddb9ee,completed
order_28019F64DD4948,1003.82,2026-07-29T07:00:00,cust_81c7dd5e6a,completed
order_D35FC31ABE0447,1183.08,2026-07-06T03:00:00,cust_42fe3789ba,captured
order_50E4FA392A7246,1697.67,2026-07-25T06:00:00,cust_7a87239c5e,completed
order_7A2119419DE341,1291.71,2026-08-01T23:00:00,cust_9e704da733,captured
order_F2CD912C916141,1382.26,2026-07-11T23:00:00,cust_5876d64ee0,completed
order_AA25738989AB46,543.07,2026-08-14T21:00:00,cust_d24c040610,completed
order_F287A236CB7E42,2069.6,2026-08-04T10:00:00,cust_eea4f7d3c9,completed
order_44F76CB594034C,386.13,2026-07-03T07:00:00,cust_bfe01ba5f5,completed
order_699569C95E9441,185.83,2026-07-12T10:00:00,cust_9df1db4a1b,completed
order_5C1C04EAA1654C,20504.45,2026-07-27T21:00:00,cust_289c7fe78a,completed
order_54392A2495824C,7638.7,2026-08-02T10:00:00,cust_928bb71ec6,captured
order_8A211DCC3A4E41,2433.75,2026-07-20T22:00:00,cust_034d93537e,captured
order_1B61C30AFEED49,1371.65,2026-07-21T20:00:00,cust_9777bd5b30,completed
order_BCCA0703D26C40,2127.89,2026-07-08T10:00:00,cust_bd6dcc9f82,captured
order_7AEA58C26DED41,8904.7,2026-07-16T02:00:00,cust_07c788c2a3,captured
order_83C1F473316A47,21494.05,2026-08-05T05:00:00,cust_45ffb08be4,captured
order_0F39732541844B,1979.07,2026-07-31T03:00:00,cust_c9deb83c5a,captured
order_A87C5A7169CB40,2586.19,2026-07-29T14:00:00,cust_c0f7986ce8,completed
order_ECB0160DE5D849,20324.45,2026-08-09T00:00:00,cust_700b25ee4b,completed
order_D1DE32F0C20941,2168.87,2026-08-11T03:00:00,cust_81b85f8206,completed
order_380115A9B9434D,2076.99,2026-08-12T03:00:00,cust_18984151d6,completed
order_28C09FFE27434A,13477.57,2026-07-29T02:00:00,cust_62050e5ff5,captured
order_B98911F607B34B,2204.37,2026-07-15T13:00:00,cust_74330123a0,completed
order_749F0BF7CFE54B,610.56,2026-07-12T22:00:00,cust_025e45927e,completed
order_F32CA999854B41,17320.17,2026-08-05T23:00:00,cust_aedcf7d648,captured
order_13A276DCA56C44,1566.29,2026-07-22T00:00:00,cust_79f8f0672e,captured
order_0F79834757BA4B,892.14,2026-07-17T18:00:00,cust_331e04b8a6,captured
order_FEE35C82E0F846,131553.4,2026-07-08T09:00:00,cust_635b2363ee,captured
order_1F9E91D00B4C43,2269.02,2026-08-14T02:00:00,cust_1753e8493a,completed
order_DDFA70432E5F4C,205.0,2026-07-25T22:00:00,cust_e279a5a3d1,completed
order_13E1F91ECD394B,2373.38,2026-08-03T15:00:00,cust_0142590e51,captured
order_2A25B749EB2F44,2937.22,2026-07-08T09:00:00,cust_135cc7f473,captured
order_FB28741FD0D84E,6854.2,2026-08-03T20:00:00,cust_61c628468a,captured
order_5CA2ECDD06D94D,2430.3,2026-07-09T03:00:00,cust_d28323f481,completed
order_42E1F3FE894748,454.65,2026-07-05T14:00:00,cust_a4c31c489f,completed
order_62864EC966E949,140619.96,2026-08-10T05:00:00,cust_1efa40828b,captured
order_F6BA0861481942,15327.61,2026-07-23T11:00:00,cust_beafb64754,captured
order_A59343912C2242,1966.23,2026-07-20T03:00:00,cust_1dc090bb17,captured
order_9C0869EC3C0849,463.16,2026-08-06T13:00:00,cust_3a8875451d,completed
order_B768DB440C5E4D,1362.48,2026-07-11T02:00:00,cust_ec938292a2,completed
order_2CB7195A24D145,2244.26,2026-08-14T23:00:00,cust_d6d9f6043a,completed
order_2198AD73B8C543,155315.57,2026-08-04T01:00:00,cust_a22f87d94e,captured
order_3C678C8A977549,918.76,2026-08-13T03:00:00,cust_bad96502df,captured
order_C1CA3A42EA674A,200245.71,2026-07-30T16:00:00,cust_398978db9a,completed
order_37E25089539D43,177.6,2026-08-11T13:00:00,cust_8f9a6037e9,completed
order_9029E6D92F2F42,842.23,2026-07-27T15:00:00,cust_116cc451ea,completed
order_A31C52606FAB4B,604.43,2026-08-05T07:00:00,cust_81bc011c7b,captured
order_E368A22F71CA49,335.59,2026-07-29T21:00:00,cust_6c5b0e22fa,captured
order_1EE33DEC4CA04D,160.68,2026-07-02T20:00:00,cust_b2cc2683b5,captured
order_7BB24EDBB0DC4D,146978.04,2026-07-12T15:00:00,cust_86ac970883,completed
order_AA2A888B244B42,424.47,2026-07-03T06:00:00,cust_c9618a5e72,captured
order_1E2482AE052C4F,21816.45,2026-08-09T19:00:00,cust_17b7122ae4,captured
order_ECB917CA741545,1926.06,2026-07-16T22:00:00,cust_ede776e38a,captured
order_3329B049EB7C4A,388.91,2026-08-10T19:00:00,cust_87ae7d7fba,captured
order_F2AD53CB48A94C,15254.49,2026-07-10T22:00:00,cust_73d1a9bd03,completed
order_582E04C833364D,5494.36,2026-07-12T14:00:00,cust_892c37b13e,captured
order_D3B8A45FE70D4E,221.56,2026-07-31T11:00:00,cust_93bd93c9e7,captured
order_729B1EB0560249,2378.91,2026-07-26T01:00:00,cust_023777bb6d,captured
order_03F63D62C70343,414.05,2026-08-06T14:00:00,cust_d2b124b64e,completed
order_826C8F0DC89542,792.59,2026-07-31T06:00:00,cust_75b2f1e4b7,captured
order_A5553A91477849,2546.74,2026-07-05T17:00:00,cust_9d8c5951c5,completed
order_592C332B2A684D,2808.68,2026-08-02T15:00:00,cust_95f3512fd4,captured
order_DADA571C271243,2082.54,2026-07-27T02:00:00,cust_c962083618,captured
order_85B3BE77EEC242,2907.16,2026-08-11T06:00:00,cust_91f7f35302,completed
