entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_B8D945213EFF4D,payment,0,63424,64957,INR,1299,234,0,1,1784376000,1784563200,setl_2BED339E9C2B48,pay_B8D945213EFF4D,UTR782684731886,order_D968B5C3FB5949,rcpt_0517cc83e1,card,MasterCard,SBIN,debit,
pay_C91BC0F0A60F47,payment,0,31482,32243,INR,645,116,0,1,1786244400,1786449600,setl_1756E8E3D82840,pay_C91BC0F0A60F47,UTR181392105101,order_6C614B5242C442,rcpt_3c7940d90f,netbanking,,,,
pay_ACA2DA4217B544,payment,0,712511,729733,INR,14595,2627,0,1,1786208400,1786402800,setl_771746A59A394C,pay_ACA2DA4217B544,UTR112202929068,order_177AFBCE501045,rcpt_891b72d6a2,upi,,,,
pay_A75D54B90A1143,payment,0,116123,118818,INR,2284,411,0,1,1784361600,1784541600,setl_2BED339E9C2B48,pay_A75D54B90A1143,UTR137067778285,order_B524923EF72C4A,rcpt_a1b3145212,upi,,,,
pay_B85328951C6349,payment,0,264042,270425,INR,5409,974,0,1,1783105200,1783281600,setl_0A071D6AAAF242,pay_B85328951C6349,UTR322629343100,order_6B9C749D7C9E47,rcpt_4de4b7f3d8,wallet,,,,
pay_83B2CFC2E94A4B,payment,0,277305,284007,INR,5680,1022,0,1,1784505600,1784696400,setl_61442B0D09F247,pay_83B2CFC2E94A4B,UTR938324070604,order_725FBBA0F0FE4C,rcpt_4aab4e8cd1,netbanking,,,,
pay_6493206143BF44,payment,0,237590,243333,INR,4867,876,0,1,1785333600,1785510000,setl_555D16131E8C4E,pay_6493206143BF44,UTR573208545713,order_240B4AFD17814C,rcpt_b8b45f9c3f,card,Visa,UTIB,debit,
pay_30E1BE6177204A,payment,0,43266,44311,INR,886,159,0,1,1785812400,1786021200,setl_31338DAF247B41,pay_30E1BE6177204A,UTR191053187823,order_005200342C4149,rcpt_14b6106c67,card,Visa,HDFC,credit,
pay_E5D0AD4A1E4F4B,payment,0,1900421,1946355,INR,38927,7007,0,1,1786680000,1787544000,setl_BBF3FB55B61242,pay_E5D0AD4A1E4F4B,UTR389227554117,order_41ABA221FE264F,rcpt_65fadaf506,netbanking,,,,
pay_0CFD2B376BC649,payment,0,532513,545384,INR,10908,1963,0,1,1783400400,1783576800,setl_5223F6AD80A24C,pay_0CFD2B376BC649,UTR607595725786,order_ADBA0F85DA7D43,rcpt_41ab957878,card,MasterCard,ICIC,credit,
pay_CB8ECC197C6346,payment,0,184256,188709,INR,3774,679,0,1,1782900000,1783087200,setl_034BDC35E35A46,pay_CB8ECC197C6346,UTR546097627964,order_51CD40EEF78742,rcpt_7b2969e6fe,upi,,,,
pay_C52560DC0CFA40,payment,0,20942192,21448373,INR,428967,77214,0,1,1785949200,1786147200,setl_F9016C0C79F348,pay_C52560DC0CFA40,UTR266921831330,order_CE80EF3FA4754D,rcpt_e7277ab701,card,RuPay,HDFC,debit,
pay_6378F0349D6E45,payment,0,281110,287904,INR,5758,1036,0,1,1784509200,1784700000,setl_61442B0D09F247,pay_6378F0349D6E45,UTR146638284082,order_03E09693D2F044,rcpt_30120e2878,card,Visa,UTIB,debit,
pay_1D03D868D3F14F,payment,0,270551,277091,INR,5542,998,0,1,1786428000,1786629600,setl_96EF7EDCC4D54C,pay_1D03D868D3F14F,UTR983579713766,order_B318D76549A04D,rcpt_340a8c1272,upi,,,,
pay_B04F35F830334F,payment,0,258499,264747,INR,5295,953,0,1,1784941200,1785632400,setl_522FF05F4FB240,pay_B04F35F830334F,UTR390039097645,order_81E58BC65B4E41,rcpt_44978c5cd9,card,Visa,KKBK,credit,
pay_A505409C7BCC4C,payment,0,280401,287179,INR,5744,1034,0,1,1784199600,1785236400,setl_BFFA6CD4ADB047,pay_A505409C7BCC4C,UTR439407616591,order_E768F4EE402540,rcpt_2018fe29f3,card,RuPay,ICIC,credit,
pay_AF377189729248,payment,0,48347,49515,INR,990,178,0,1,1785146400,1785319200,setl_EFE4C2035A674E,pay_AF377189729248,UTR964507624199,order_752725DD81C847,rcpt_18ec2c699c,card,RuPay,SBIN,credit,
pay_4F86F89641A442,payment,0,1844967,1889560,INR,37791,6802,0,1,1786140000,1786341600,setl_771746A59A394C,pay_4F86F89641A442,UTR689503502304,order_886A1B20172448,rcpt_676e6eefc0,card,Visa,HDFC,credit,
pay_CEA393D3E12040,payment,0,131107,134276,INR,2686,483,0,1,1786820400,1787004000,setl_03302C65A87F40,pay_CEA393D3E12040,UTR191523537314,order_863AE9D09A8943,rcpt_17fef499e2,netbanking,,,,
pay_E28C7B9EB67842,payment,0,113853,116605,INR,2332,420,0,1,1783227600,1783436400,setl_10183DCCE3B949,pay_E28C7B9EB67842,UTR348805905834,order_172B7C575DB64D,rcpt_13fd9c5b83,upi,,,,
pay_2284202131A746,payment,0,207419,212433,INR,4249,765,0,1,1783566000,1783760400,setl_AB36E391E9374B,pay_2284202131A746,UTR633669929710,order_2DC559ECFCE24E,rcpt_93eb02c568,wallet,,,,
pay_37E199E8119042,payment,0,134950,138212,INR,2764,498,0,1,1785333600,1785513600,setl_555D16131E8C4E,pay_37E199E8119042,UTR014222389121,order_1C99C01198B84E,rcpt_66f93ff51f,upi,,,,
pay_56DCF8115DB649,payment,0,6868719,7034739,INR,140695,25325,0,1,1784358000,1784534400,setl_2BED339E9C2B48,pay_56DCF8115DB649,UTR696475156110,order_AA1BDE7760D947,rcpt_eb2ae3c1a9,card,RuPay,HDFC,credit,
pay_A65C583FF26D43,payment,0,106215,108783,INR,2176,392,0,1,1783220400,1783404000,setl_10183DCCE3B949,pay_A65C583FF26D43,UTR021909543748,order_36FE79D764A54E,rcpt_77591b9b44,wallet,,,,
pay_55A79091BBE044,payment,0,27069,27723,INR,554,100,0,1,1783591200,1783782000,setl_AB36E391E9374B,pay_55A79091BBE044,UTR966864431673,order_8965CA31335945,rcpt_a0296501be,card,MasterCard,KKBK,debit,
pay_248EBCDDBF174C,payment,0,2017893,2066666,INR,41333,7440,0,1,1786053600,1786237200,setl_7CCCC6597F4F45,pay_248EBCDDBF174C,UTR588779925778,order_E28235319B7D42,rcpt_40f3080fbe,netbanking,,,,
pay_E3D881914CC548,payment,0,5543056,5677034,INR,113541,20437,0,1,1786827600,1787029200,setl_83823998477C4D,pay_E3D881914CC548,UTR211004292880,order_C89C8F0001CA4D,rcpt_c0db96849c,netbanking,,,,
pay_CB9D1B55E79041,payment,0,199645,204470,INR,4089,736,0,1,1784858400,1785042000,setl_305E654BA1DD49,pay_CB9D1B55E79041,UTR090872228866,order_38518578A3FD4F,rcpt_cf2a2b8d41,card,MasterCard,HDFC,credit,
pay_28B8EE83284340,payment,0,23280,23843,INR,477,86,0,1,1786694400,1786888800,setl_C9BB44BEC04545,pay_28B8EE83284340,UTR391775947425,order_A1D90DE2775A43,rcpt_d8c7f9a7cc,netbanking,,,,
pay_AC6EBD0810EF4B,payment,0,521708,534317,INR,10686,1923,0,1,1784797200,1784988000,setl_84271C1974A345,pay_AC6EBD0810EF4B,UTR933634143467,order_F27E1DCDDE864E,rcpt_704783bdd5,card,MasterCard,HDFC,credit,
pay_42C251901DD54D,payment,0,18195421,18635212,INR,372704,67087,0,1,1783821600,1784005200,setl_8ECF4B0C63D649,pay_42C251901DD54D,UTR587764936936,order_ABB7067722274E,rcpt_3fffe547a8,card,Visa,UTIB,credit,
pay_8F2A07C629BE45,payment,0,247842,253833,INR,5077,914,0,1,1786237200,1786420800,setl_1756E8E3D82840,pay_8F2A07C629BE45,UTR868339438345,order_770D54F3868644,rcpt_b18636e4ea,upi,,,,
pay_EF33CDFBD72D4B,payment,0,367190,376065,INR,7521,1354,0,1,1785783600,1785970800,setl_3986A7C3CB8B43,pay_EF33CDFBD72D4B,UTR733024574605,order_BE306976458448,rcpt_a18aa69751,upi,,,,
pay_7EF3E4865D3948,payment,0,57527,58917,INR,1178,212,0,1,1784433600,1784642400,setl_2D9F9BB2F67141,pay_7EF3E4865D3948,UTR408506575668,order_C4EBA1CB3F254B,rcpt_fac34e183c,card,Amex,ICIC,debit,
pay_87BC1DB43C4940,payment,0,264426,270817,INR,5416,975,0,1,1785020400,1785193200,setl_A12590E364114C,pay_87BC1DB43C4940,UTR914117655320,order_CBB8565B25534A,rcpt_8269cb2e68,wallet,,,,
pay_217E2A5FCA0645,payment,0,684031,700564,INR,14011,2522,0,1,1784815200,1785009600,setl_84271C1974A345,pay_217E2A5FCA0645,UTR230236640423,order_46229FCA207D47,rcpt_2c70cf5d4b,card,Amex,KKBK,debit,
pay_4318387E16E248,payment,0,93402,95659,INR,1913,344,0,1,1784160000,1785024000,setl_305E654BA1DD49,pay_4318387E16E248,UTR043830110128,order_5119E2FE646844,rcpt_ed8ae71d0e,card,MasterCard,KKBK,debit,
pay_A2DF620368B543,payment,0,232779,238405,INR,4768,858,0,1,1785132000,1785333600,setl_EFE4C2035A674E,pay_A2DF620368B543,UTR331788503503,order_6BEAFBBC49B642,rcpt_0aded718ea,upi,,,,
pay_C85CD104177143,payment,0,217510,222767,INR,4455,802,0,1,1784365200,1784538000,setl_2BED339E9C2B48,pay_C85CD104177143,UTR248341453065,order_CF6ABC5F052848,rcpt_fa9791b508,upi,,,,
pay_6BB08F82181546,payment,0,218748,224036,INR,4481,807,0,1,1785330000,1785502800,setl_555D16131E8C4E,pay_6BB08F82181546,UTR788950701668,order_5AEA59F5F77647,rcpt_a90e603221,card,Visa,UTIB,debit,
pay_144E8FF0C10440,payment,0,2401080,2459115,INR,49182,8853,0,1,1784739600,1784912400,setl_7458F1AB9E2447,pay_144E8FF0C10440,UTR993399485835,order_5818ACDF27B440,rcpt_7c3a6e6433,card,MasterCard,HDFC,debit,
pay_90A2818DA1114F,payment,0,139078,142440,INR,2849,513,0,1,1784156400,1784336400,setl_494FF39531404B,pay_90A2818DA1114F,UTR990157974552,order_A78D7F43344248,rcpt_785451023d,upi,,,,
pay_4492ADAD993E4F,payment,0,809001,828555,INR,16571,2983,0,1,1785520800,1785697200,setl_522FF05F4FB240,pay_4492ADAD993E4F,UTR245628958363,order_1F838DCDA8A544,rcpt_2c3feea023,wallet,,,,
pay_B666DB5745B545,payment,0,213306,218461,INR,4369,786,0,1,1784462400,1784635200,setl_2D9F9BB2F67141,pay_B666DB5745B545,UTR234850676449,order_05C84D7E606149,rcpt_b776d57204,card,RuPay,SBIN,debit,
pay_0C5460A2DEEB4A,payment,0,252325,258423,INR,5168,930,0,1,1783663200,1784354400,setl_494FF39531404B,pay_0C5460A2DEEB4A,UTR662013371357,order_E29A15307D2546,rcpt_cd7632bf9c,upi,,,,
pay_AE7CFA4CF7CE47,payment,0,15379602,15751634,INR,315281,56751,0,1,1785070800,1785250800,setl_BFFA6CD4ADB047,pay_AE7CFA4CF7CE47,UTR816867515891,order_767D832BB0F14A,rcpt_66d8ecbb53,upi,,,,
pay_133BDA58543A4F,payment,0,73036,74801,INR,1496,269,0,1,1785290400,1785499200,setl_555D16131E8C4E,pay_133BDA58543A4F,UTR445674344246,order_1E0E084E4FCD44,rcpt_1b78cb12da,upi,,,,
pay_C58A2F74378947,payment,0,268348,274834,INR,5497,989,0,1,1785232800,1785430800,setl_B8325289100045,pay_C58A2F74378947,UTR145568032595,order_A0FD8297AEB044,rcpt_8d60217eeb,netbanking,,,,
pay_5087CC31BC3B42,payment,0,1449829,1484871,INR,29697,5345,0,1,1784869200,1785060000,setl_305E654BA1DD49,pay_5087CC31BC3B42,UTR000044492133,order_2A1C38FD522347,rcpt_1c04330170,card,Visa,KKBK,debit,
pay_87D08E27BE724A,payment,0,477350,488888,INR,9778,1760,0,1,1786302000,1786489200,setl_1756E8E3D82840,pay_87D08E27BE724A,UTR483894455307,order_A755AA361E074C,rcpt_bd9c6c73e2,card,RuPay,KKBK,debit,
pay_C3300CB8BC1747,payment,0,197214,201981,INR,4040,727,0,1,1783389600,1783605600,setl_5223F6AD80A24C,pay_C3300CB8BC1747,UTR424011711936,order_A968B929D2F14A,rcpt_e8633eae2a,netbanking,,,,
pay_2E5870967C7948,payment,0,170210,174325,INR,3487,628,0,1,1785229200,1785445200,setl_B8325289100045,pay_2E5870967C7948,UTR641478439118,order_1250099BB7A148,rcpt_c17978dc21,netbanking,,,,
pay_2E4A1E60DCBC4A,payment,0,250648,256706,INR,5134,924,0,1,1784779200,1784995200,setl_84271C1974A345,pay_2E4A1E60DCBC4A,UTR708143990241,order_B151F58E2ACA4F,rcpt_708f803770,card,RuPay,ICIC,credit,
pay_49FE9A27EE5D42,payment,0,233339,238979,INR,4780,860,0,1,1785916800,1786129200,setl_4513A215B40946,pay_49FE9A27EE5D42,UTR493778657072,order_1E30DBE0813842,rcpt_7983206f01,card,Amex,SBIN,debit,
pay_B444622F68EC48,payment,0,16039741,16427429,INR,328549,59139,0,1,1785013200,1785211200,setl_BFFA6CD4ADB047,pay_B444622F68EC48,UTR383799550917,order_36D30385B5F346,rcpt_26a1237f00,upi,,,,
pay_7E23F6BBAE8942,payment,0,120473,123123,INR,2246,404,0,1,1783504800,1783699200,setl_979C5421FB444A,pay_7E23F6BBAE8942,UTR726822277605,order_35B10B68176548,rcpt_e7b20b432e,card,Amex,SBIN,debit,
pay_FC822AA7EC834C,payment,0,145141,148649,INR,2973,535,0,1,1783407600,1783623600,setl_5223F6AD80A24C,pay_FC822AA7EC834C,UTR571841635833,order_31D18044F25F47,rcpt_116da9fa6b,card,MasterCard,ICIC,debit,
pay_B9128DAEE3034E,payment,0,1917576,1963925,INR,39279,7070,0,1,1782910800,1783101600,setl_034BDC35E35A46,pay_B9128DAEE3034E,UTR125705277225,order_58968A6E87C042,rcpt_a08fe27fe2,upi,,,,
pay_D5BDA85C366D4D,payment,0,180104,184457,INR,3689,664,0,1,1786100400,1786273200,setl_7CCCC6597F4F45,pay_D5BDA85C366D4D,UTR012295001955,order_5ADDFB3A8E464D,rcpt_a57bfb526a,card,Amex,SBIN,credit,
pay_C8372D88FD3644,payment,0,269259,275767,INR,5515,993,0,1,1783821600,1784019600,setl_8ECF4B0C63D649,pay_C8372D88FD3644,UTR431909723530,order_88AE2814B04F43,rcpt_1f12ec27bf,card,RuPay,KKBK,debit,
pay_D81E5F57351041,payment,0,89974,92149,INR,1843,332,0,1,1786197600,1786388400,setl_771746A59A394C,pay_D81E5F57351041,UTR502430121800,order_560E840F7DDA49,rcpt_16b3a9fc7b,upi,,,,
pay_207E16F3F3A54A,payment,0,21436,21954,INR,439,79,0,1,1784181600,1784390400,setl_494FF39531404B,pay_207E16F3F3A54A,UTR376799427073,order_4E9A6339588C45,rcpt_22bde5a7db,netbanking,,,,
pay_8625AD5B3F6248,payment,0,112944,115673,INR,2313,416,0,1,1783080000,1783296000,setl_3631ADE9199040,pay_8625AD5B3F6248,UTR360899285435,order_B28DC1FD27C744,rcpt_fe2852c3c4,card,Amex,ICIC,credit,
pay_77E2F56FE72E46,payment,0,287474,294422,INR,5888,1060,0,1,1784804400,1785006000,setl_84271C1974A345,pay_77E2F56FE72E46,UTR954512392883,order_9EBFD364E1664F,rcpt_f36e13e136,card,MasterCard,KKBK,debit,
pay_39CB256A7F474F,payment,0,78425,80320,INR,1606,289,0,1,1786345200,1786525200,setl_6456014736CE47,pay_39CB256A7F474F,UTR523374663838,order_00B194BA85CE47,rcpt_0702a057f3,card,MasterCard,KKBK,credit,
pay_621DAB565A1740,payment,0,2094927,2145562,INR,42911,7724,0,1,1786356000,1786568400,setl_6456014736CE47,pay_621DAB565A1740,UTR433322796726,order_E363CCF5056747,rcpt_b05882f746,upi,,,,
pay_7957DA5FF90348,payment,0,1006555,1030884,INR,20618,3711,0,1,1782889200,1783094400,setl_034BDC35E35A46,pay_7957DA5FF90348,UTR650976379250,order_EEEF9B6C473247,rcpt_6036f54a07,upi,,,,
pay_2A598FAE11554F,payment,0,257572,263798,INR,5276,950,0,1,1783382400,1783576800,setl_5223F6AD80A24C,pay_2A598FAE11554F,UTR149919705328,order_5B1F8729971A49,rcpt_31ca34bb2f,card,RuPay,UTIB,debit,
pay_FBE0DE6CBA0244,payment,0,126317,129370,INR,2587,466,0,1,1783720800,1784498400,setl_EDF7BABA719741,pay_FBE0DE6CBA0244,UTR966990235527,order_E48EB3423CB840,rcpt_c46914a318,wallet,,,,
pay_6BD42DCEA19F4A,payment,0,205978,210956,INR,4219,759,0,1,1783321200,1783508400,setl_55F273DE6AD744,pay_6BD42DCEA19F4A,UTR085239205843,order_D63483D3477143,rcpt_c3ee313eda,upi,,,,
pay_EF7D95FF557948,payment,0,13052,13367,INR,267,48,0,1,1786816800,1787007600,setl_03302C65A87F40,pay_EF7D95FF557948,UTR660447755358,order_8343039B5A5848,rcpt_2144c23677,upi,,,,
pay_47FA0DAEB5C84B,payment,0,2104829,2155704,INR,43114,7761,0,1,1784736000,1784923200,setl_7458F1AB9E2447,pay_47FA0DAEB5C84B,UTR857081520986,order_7606DADE2E424E,rcpt_18b83099a6,card,Amex,ICIC,credit,
pay_0D4FC6BA12CC4A,payment,0,1869819,1915245,INR,38497,6929,0,1,1784577600,1784786400,setl_A4A67F5DD08E4E,pay_0D4FC6BA12CC4A,UTR072873148999,order_49FB80B97CFC4B,rcpt_072446a27f,upi,,,,
pay_9409FB1646F24A,payment,0,210066,215144,INR,4303,775,0,1,1783526400,1783724400,setl_979C5421FB444A,pay_9409FB1646F24A,UTR296760470563,order_614A160201B241,rcpt_3af7aaafba,netbanking,,,,
pay_E1DBE22F840542,payment,0,228315,233834,INR,4677,842,0,1,1785049200,1785265200,setl_BFFA6CD4ADB047,pay_E1DBE22F840542,UTR309641162062,order_D27EA985E2A648,rcpt_584e94df3c,upi,,,,
pay_89EC947600334C,payment,0,222670,228052,INR,4561,821,0,1,1786608000,1786820400,setl_7EA2D34F2CF54D,pay_89EC947600334C,UTR221590235789,order_7C70BCAB87E145,rcpt_41da43417a,netbanking,,,,
pay_172E4E81469947,payment,0,199719,204546,INR,4091,736,0,1,1783713600,1783897200,setl_7BCCFB39140247,pay_172E4E81469947,UTR362815758846,order_C67DA58B3E2446,rcpt_fdaf62097a,card,Visa,ICIC,credit,
pay_6052FF23379440,payment,0,113116,115850,INR,2317,417,0,1,1785088800,1785297600,setl_EFE4C2035A674E,pay_6052FF23379440,UTR657507584619,order_4B425DDE412D4B,rcpt_560c776c48,netbanking,,,,
pay_BA183519C99A41,payment,0,228741,234269,INR,4685,843,0,1,1785326400,1785531600,setl_555D16131E8C4E,pay_BA183519C99A41,UTR699314897200,order_986975EAF2A742,rcpt_cae7d90bd8,netbanking,,,,
pay_7225F551097C47,payment,0,151111,155050,INR,3338,601,0,1,1784700000,1784872800,setl_7458F1AB9E2447,pay_7225F551097C47,UTR502359599676,order_7B8AB36F6D444A,rcpt_f944333117,card,Visa,HDFC,credit,
pay_D95A3A7C77BA46,payment,0,141178,144591,INR,2892,521,0,1,1786086000,1786294800,setl_7CCCC6597F4F45,pay_D95A3A7C77BA46,UTR450769470496,order_22AC1131318141,rcpt_a889abcba3,card,RuPay,HDFC,debit,
pay_B4DF8E4FE50C45,payment,0,195107,199822,INR,3996,719,0,1,1786658400,1786845600,setl_C9BB44BEC04545,pay_B4DF8E4FE50C45,UTR673424310395,order_453B4CFD626D4A,rcpt_eb849e9716,upi,,,,
pay_3E2F0ECA67D043,payment,0,180474,184836,INR,3697,665,0,1,1784786400,1784959200,setl_84271C1974A345,pay_3E2F0ECA67D043,UTR275773655145,order_D5BE72BC8C064E,rcpt_4d0f5616e5,card,Visa,SBIN,credit,
pay_98C730253C1845,payment,0,190597,195240,INR,3935,708,0,1,1783260000,1783461600,setl_10183DCCE3B949,pay_98C730253C1845,UTR835077910762,order_676684E567674F,rcpt_6f30a303d3,netbanking,,,,
pay_2367D3B9EED94C,payment,0,291813,298866,INR,5977,1076,0,1,1783386000,1783580400,setl_5223F6AD80A24C,pay_2367D3B9EED94C,UTR531257483137,order_E257A020ED3A4B,rcpt_e2e8e7166e,netbanking,,,,
pay_57A7966660A84F,payment,0,215520,220730,INR,4415,795,0,1,1784041200,1784221200,setl_9C4106F668094D,pay_57A7966660A84F,UTR848248467563,order_1337B0055B204F,rcpt_426787123c,upi,,,,
pay_DA83D2E104F449,payment,0,1403839,1437770,INR,28755,5176,0,1,1785258000,1785459600,setl_555D16131E8C4E,pay_DA83D2E104F449,UTR667033260022,order_6151293357D944,rcpt_faad7a440c,upi,,,,
pay_9BD62902F63C4E,payment,0,210056,215458,INR,4578,824,0,1,1786582800,1786773600,setl_7EA2D34F2CF54D,pay_9BD62902F63C4E,UTR799118894511,order_3427A383BF174C,rcpt_a13c0687ba,upi,,,,
pay_0F72C29019624D,payment,0,83659,85682,INR,1714,309,0,1,1783656000,1783854000,setl_7BCCFB39140247,pay_0F72C29019624D,UTR172624834517,order_E5A53A53762F4E,rcpt_43ea770b77,wallet,,,,
pay_80409C9FC32F4B,payment,0,2292927,2348348,INR,46967,8454,0,1,1785114000,1785326400,setl_EFE4C2035A674E,pay_80409C9FC32F4B,UTR347738019062,order_EDC333C696F14A,rcpt_5c0f0297ab,upi,,,,
pay_15A4B57FCDC343,payment,0,318838,326545,INR,6531,1176,0,1,1785592800,1785769200,setl_B07E9972089140,pay_15A4B57FCDC343,UTR922321923148,order_6EF36D4BB8EC42,rcpt_a3bf3886ac,card,MasterCard,UTIB,credit,
pay_C8B0206017164F,payment,0,115303,118090,INR,2362,425,0,1,1784599200,1784782800,setl_A4A67F5DD08E4E,pay_C8B0206017164F,UTR348962897828,order_868352577C8341,rcpt_93e36bc383,card,Amex,ICIC,credit,
pay_D357C018D2E44F,payment,0,160514,164394,INR,3288,592,0,1,1784415600,1784602800,setl_2D9F9BB2F67141,pay_D357C018D2E44F,UTR727645954149,order_AFC9A7C4DF0146,rcpt_720b81bb99,upi,,,,
pay_7ABA91ED8F6C4E,payment,0,76072,77910,INR,1558,280,0,1,1785373200,1785546000,setl_D98264A81E7049,pay_7ABA91ED8F6C4E,UTR817330337716,order_A0A8034367BE47,rcpt_23ab6f6ab4,upi,,,,
pay_CF41172F8C2F41,payment,0,63880,65425,INR,1309,236,0,1,1784836800,1785024000,setl_305E654BA1DD49,pay_CF41172F8C2F41,UTR657467085042,order_F2CCBC8CEC6D4B,rcpt_ad689d9647,card,MasterCard,KKBK,debit,
pay_69901FEA791544,payment,0,111293,113983,INR,2280,410,0,1,1786507200,1786690800,setl_7BCA560282254B,pay_69901FEA791544,UTR880349209699,order_6A9DCAD8AA044F,rcpt_88b0b60d7b,upi,,,,
pay_86F3709F98DD42,payment,0,239089,244867,INR,4897,881,0,1,1783458000,1783663200,setl_979C5421FB444A,pay_86F3709F98DD42,UTR288496048786,order_6C34145406EF4B,rcpt_9fe69e0729,upi,,,,
pay_5F56BFB9DD1744,payment,0,20419,20912,INR,418,75,0,1,1782874800,1783090800,setl_034BDC35E35A46,pay_5F56BFB9DD1744,UTR709601061815,order_21028C56B07C42,rcpt_9aa6678ee7,upi,,,,
pay_AC83453BFF0F4A,payment,0,216250,221477,INR,4430,797,0,1,1784113200,1784314800,setl_98F450A7753344,pay_AC83453BFF0F4A,UTR716299579054,order_55CA53C9A20A4A,rcpt_35e081101f,upi,,,,
pay_AF8A3F89E5E049,payment,0,112748,115473,INR,2309,416,0,1,1784102400,1784282400,setl_98F450A7753344,pay_AF8A3F89E5E049,UTR859895161377,order_CD02823C5C724F,rcpt_2027829579,netbanking,,,,
pay_05EAF82C2F3641,payment,0,164639,168618,INR,3372,607,0,1,1786240800,1786449600,setl_1756E8E3D82840,pay_05EAF82C2F3641,UTR465861903262,order_DE5AD33F998B43,rcpt_3dd326893e,netbanking,,,,
pay_F34A7487B3B545,payment,0,2234672,2288685,INR,45774,8239,0,1,1786374000,1786550400,setl_6456014736CE47,pay_F34A7487B3B545,UTR996093903776,order_80274C654B644E,rcpt_2a6a75076d,wallet,,,,
pay_A3BFC1CB829C45,payment,0,236701,242422,INR,4848,873,0,1,1786719600,1786921200,setl_C9BB44BEC04545,pay_A3BFC1CB829C45,UTR303130389690,order_D596D48CE6104B,rcpt_c7dfcf913e,netbanking,,,,
pay_4C9F797702114F,payment,0,855025,875834,INR,17635,3174,0,1,1785574800,1785776400,setl_B07E9972089140,pay_4C9F797702114F,UTR835194215991,order_6DB753E59BAB42,rcpt_3b8059c708,upi,,,,
pay_0FF5792A7C8D40,payment,0,75416,77239,INR,1545,278,0,1,1785157200,1785355200,setl_EFE4C2035A674E,pay_0FF5792A7C8D40,UTR516261694439,order_25B10586DE1244,rcpt_3b06c351b3,upi,,,,
pay_7A96408E874E45,payment,0,210427,215513,INR,4310,776,0,1,1785801600,1786010400,setl_31338DAF247B41,pay_7A96408E874E45,UTR912881694133,order_9D2DD981B72B47,rcpt_0645ec4ebc,upi,,,,
