order_id,amount,created_at,customer_id,status
order_A9F4BAEFDB4D45,2222.76,2026-07-02T13:00:00,cust_76cf385f0d,completed
order_4E9A6339588C45,219.54,2026-07-16T06:00:00,cust_eef9f0bfa7,completed
order_46E6960CED474C,888.64,2026-07-12T19:00:00,cust_1470fb9dd9,completed
order_59A83739D06645,1960.24,2026-08-04T22:00:00,cust_5fd9047892,captured
order_3793D248A5F044,745.13,2026-07-03T15:00:00,cust_f17e856679,captured
order_81157726E6B247,1072.8,2026-07-11T18:00:00,cust_77af037bc5,captured
order_9C76E896BF6E48,2329.78,2026-07-05T13:00:00,cust_20f341893c,completed
order_CAED442F5A194C,229093.91,2026-08-08T22:00:00,cust_1c25cac72b,captured
order_D27EDFB36BE242,2025.73,2026-08-01T07:00:00,cust_9953c25b78,captured
order_85BA0DE99F1747,1818.45,2026-08-05T17:00:00,cust_8c74d7ebce,captured
order_AECDD32BF46141,2556.3,2026-07-23T04:00:00,cust_e8eabf2b77,captured
order_05C6C5802BDE44,7992.6,2026-07-21T08:00:00,cust_64aa95a0a4,completed
order_077C1F499A4C43,1921.81,2026-08-09T16:00:00,cust_ab665fc079,completed
order_8130F3B26B7045,2947.54,2026-07-16T16:00:00,cust_a47663d54d,completed
order_005200342C4149,443.11,2026-08-04T03:00:00,cust_c827d780fb,captured
order_DB73880D5A0E42,8635.56,2026-07-21T03:00:00,cust_e354eed00b,completed
order_50161AC44C314F,2009.98,2026-08-10T09:00:00,cust_71c4ff6284,completed
order_71F4CDE96BF149,359.64,2026-07-12T12:00:00,cust_d333be129e,completed
order_8DA027802A8A4D,4880.18,2026-07-11T04:00:00,cust_40712ba58d,captured
order_82C268D6656E4C,19276.35,2026-07-12T17:00:00,cust_d27740954f,completed
order_1C9CA92F954046,6948.28,2026-08-02T16:00:00,cust_2daba631cf,completed
order_E9C75624F99443,4782.83,2026-07-03T11:00:00,cust_bb024a7ded,completed
order_630D2A0EFADD4E,1535.03,2026-07-16T07:00:00,cust_57b3ddaf08,captured
order_6F2C5084C3804F,1650.4,2026-07-02T10:00:00,cust_e5c2d1edc5,captured
order_21028C56B07C42,209.12,2026-07-01T03:00:00,cust_941779c0ea,completed
order_184BD84280D144,2618.96,2026-08-11T17:00:00,cust_4803b3bcd2,completed
order_D83F8C5FB9D541,1272.28,2026-08-09T17:00:00,cust_b5472a326f,completed
order_022D4376101C41,23941.99,2026-07-19T09:00:00,cust_e4befa9975,completed
order_4FE9D1CD88AD42,1389.84,2026-08-11T13:00:00,cust_3b2255b3f6,captured
order_E107A14A9FF843,2093.6,2026-07-12T13:00:00,cust_8ea49e4a5f,captured
order_79D50E1EF12144,1819.97,2026-08-03T20:00:00,cust_e761985ded,completed
order_FBCF7DF5DAB14B,1818.21,2026-07-04T23:00:00,cust_69d7e681b4,completed
order_076C44E435174C,190232.09,2026-08-03T21:00:00,cust_9b3fe6be67,captured
order_4B17ED3DF1AA4B,1046.9,2026-07-24T09:00:00,cust_4c248c1acc,completed
order_70E444FFDB5F42,474.61,2026-08-11T06:00:00,cust_12535284d2,captured
order_082F7B5894EA44,6056.53,2026-08-08T04:00:00,cust_435042cbd5,completed
order_A5F162D198FE49,1408.0,2026-07-28T16:00:00,cust_db047a12ff,captured
order_49FB80B97CFC4B,19248.56,2026-07-20T20:00:00,cust_c1e7a5a0b5,completed
order_21A386A6DA0E47,11806.18,2026-07-23T07:00:00,cust_f20c85503d,captured
order_05C84D7E606149,2184.61,2026-07-19T12:00:00,cust_2720d682cb,completed
order_8E8D78E8DF3745,1761.66,2026-08-07T17:00:00,cust_f2a8f33c9e,captured
order_C8EDF6D0E52D45,20223.13,2026-07-28T11:00:00,cust_818a7dc38b,completed
order_9055A944DDD54A,1498.32,2026-07-10T23:00:00,cust_4e3251aa70,captured
order_513F366E67E44B,7053.77,2026-08-05T11:00:00,cust_66267c4a46,captured
order_C532950893F34B,679.59,2026-08-06T13:00:00,cust_ee80410992,completed
order_E12BE98F83CF43,1023.29,2026-08-05T03:00:00,cust_8f7c231259,completed
order_69564DA7276A4B,20563.22,2026-07-06T13:00:00,cust_35216967fd,captured
order_7C466EB7141948,24199.88,2026-08-02T12:00:00,cust_1e846235a8,completed
order_0CA24D6E37D348,285.13,2026-07-30T14:00:00,cust_ebac2339a2,completed
order_D876230C1C104B,2315.61,2026-08-07T04:00:00,cust_e7b891be7c,completed
order_7C70BCAB87E145,2280.52,2026-08-13T08:00:00,cust_4b919152f1,captured
order_4BB4471DE01245,206730.89,2026-08-03T05:00:00,cust_cb0245e24b,completed
order_60C7DE80D3C54C,2629.68,2026-07-07T13:00:00,cust_668aa6f6b2,completed
order_E82E53A2529545,24620.95,2026-07-29T20:00:00,cust_555983bf4a,captured
order_520AD0867F3E4D,634.42,2026-07-03T21:00:00,cust_5153f329bc,captured
order_FDD0FAF068C946,2810.97,2026-08-11T05:00:00,cust_3a0ec78896,captured
order_D2C435A0864F4F,2944.31,2026-07-15T23:00:00,cust_5ccf0c7d39,completed
order_C3BBBBD6FD954E,6263.35,2026-07-08T05:00:00,cust_8716e012a7,completed
order_6D5282D157D547,1105.5,2026-07-11T16:00:00,cust_0ee543c646,completed
order_19D2D39E5DBC4D,2231.76,2026-08-07T07:00:00,cust_6c2f572a6d,captured
order_B065CF19C7AC4A,1211.95,2026-07-25T07:00:00,cust_bf1efbaa9f,completed
order_BAAFAA20B4AC49,3628.79,2026-07-18T18:00:00,cust_38bc392b0f,completed
order_D596D48CE6104B,2424.22,2026-08-14T15:00:00,cust_5f35e810e6,captured
order_7D42FA1CAD134B,234.33,2026-07-20T19:00:00,cust_27ca170bbd,captured
order_121B2CCA8CBF4B,368.64,2026-08-12T23:00:00,cust_8d0f94bf9d,captured
order_A968B929D2F14A,2019.81,2026-07-07T02:00:00,cust_72587ad769,captured
order_8BE063ED52B044,10268.79,2026-07-25T19:00:00,cust_5c637ef960,captured
order_431261F491AC49,546.55,2026-07-21T11:00:00,cust_1992fcdb3b,captured
order_EC952B594EC34F,1168.14,2026-08-09T11:00:00,cust_2cf5b3e973,completed
order_8D2341EE542A41,297.18,2026-08-04T05:00:00,cust_5260d4bdd0,captured
order_4B7EDF3194294D,2201.56,2026-07-23T14:00:00,cust_61c3e71a2c,completed
order_70D5D254A93C4C,2534.23,2026-07-16T07:00:00,cust_ab1cb1abc1,completed
order_EB591449156842,2289.42,2026-07-28T12:00:00,cust_545709482f,completed
order_22A293D694804F,1570.77,2026-07-21T18:00:00,cust_e3e01c732a,completed
order_03D8A228E7A447,2103.41,2026-07-19T19:00:00,cust_17c7a8cde7,completed
order_2DC559ECFCE24E,2124.33,2026-07-09T03:00:00,cust_c37e8728f4,completed
order_2526348B57924C,19294.04,2026-07-19T07:00:00,cust_ee8bac2fd3,completed
order_1D76BE9EF53E4E,14899.45,2026-07-04T19:00:00,cust_35c63e724a,captured
order_75ABEBD00E5242,1045.47,2026-08-08T05:00:00,cust_01c233ebf7,captured
order_3CA4A7B19B2D49,1804.86,2026-07-15T07:00:00,cust_1f3c6f485f,captured
order_73A30578069D47,8384.02,2026-07-21T21:00:00,cust_c9fe1d9865,completed
order_345296CE23C24D,17781.4,2026-07-05T17:00:00,cust_ed3b5513b4,captured
order_3E2A1EA2815340,5471.17,2026-07-29T02:00:00,cust_06f2f7122c,captured
order_31D18044F25F47,1486.49,2026-07-07T07:00:00,cust_7867961681,completed
order_EF5A7E2958B842,1391.96,2026-07-06T08:00:00,cust_016fdfe614,captured
order_8A3AF176D65949,223910.82,2026-07-26T19:00:00,cust_124f4a747d,completed
order_77AE1BEBE3A546,810.47,2026-08-06T08:00:00,cust_6e43a68924,captured
order_E230A56531584D,800.46,2026-07-28T18:00:00,cust_9a586975c8,completed
order_838D03FAF5A547,2783.05,2026-07-22T01:00:00,cust_74116a66f5,completed
order_ADBA0F85DA7D43,5453.84,2026-07-07T05:00:00,cust_4f8910eb1d,completed
order_B6A36143362840,357.52,2026-07-13T20:00:00,cust_5c68fff17c,captured
order_63B4C746A0BA4A,1023.0,2026-07-25T09:00:00,cust_c0fec275c3,captured
order_767D832BB0F14A,157640.69,2026-07-26T13:00:00,cust_6c15942de2,completed
order_CE80EF3FA4754D,214483.73,2026-08-05T17:00:00,cust_d345e2a1e3,captured
order_C4E2D99809AC4E,1801.38,2026-08-07T10:00:00,cust_5dcea2736c,completed
order_A755AA361E074C,4888.88,2026-08-09T19:00:00,cust_dff1847f9a,captured
order_292C48AA3DF34F,2225.8,2026-08-10T00:00:00,cust_9307483d7b,completed
order_EDC333C696F14A,23483.48,2026-07-27T01:00:00,cust_c2ee7b6b35,completed
order_DB994BF998E548,2566.28,2026-07-05T00:00:00,cust_27ecaea063,captured
order_3D88A06CAC0744,760.5,2026-07-23T07:00:00,cust_4b811c9c37,completed
order_CF47BAAEADA842,11119.9,2026-08-03T05:00:00,cust_35ad5a4d2f,completed
order_CE3A9606724845,2071.29,2026-08-11T07:00:00,cust_5a66f6e002,captured
order_A125501350894C,855.82,2026-07-16T01:00:00,cust_2ce52e4e23,captured
order_CBE662E7E2294A,1146.13,2026-08-03T16:00:00,cust_742b1c8f6d,completed
order_C6873BEFCB584C,2159.26,2026-07-16T08:00:00,cust_eb0adcc35e,captured
order_6717FDEA429247,247.74,2026-07-23T01:00:00,cust_6943882787,captured
order_6659FA28380E40,3778.5,2026-08-02T03:00:00,cust_636524ec32,captured
order_C70BF3538D7942,915.46,2026-07-28T09:00:00,cust_c27d222d60,captured
order_BF5AE835D4034E,482.63,2026-07-30T16:00:00,cust_acbe7b2277,captured
order_ECE0ADA70B0049,18866.54,2026-08-09T17:00:00,cust_38dc228386,completed
order_9462DC19BBE44A,304.22,2026-07-09T05:00:00,cust_2e4d7cab49,captured
order_3960F7C361E047,2784.23,2026-07-09T02:00:00,cust_c9e37ccf9b,captured
order_70AE5E8A22E044,2947.2,2026-07-06T11:00:00,cust_330cc4f8e9,captured
order_36FE79D764A54E,1087.83,2026-07-05T03:00:00,cust_3693fe07ea,completed
order_F257411C99AA43,109660.62,2026-07-09T14:00:00,cust_59e3f1679a,captured
order_58ED1FC9742143,189.73,2026-07-18T20:00:00,cust_dcb8fd3596,completed
order_CE216606A1BB4B,9447.27,2026-07-17T19:00:00,cust_7c84b05929,captured
order_8C94D7ECEEB044,2913.81,2026-07-05T20:00:00,cust_b02e2dfc3c,captured
order_C21EED4A5A1A40,1870.27,2026-07-08T12:00:00,cust_051a0ae1d0,completed
order_6EF36D4BB8EC42,3265.45,2026-08-01T14:00:00,cust_2899b988c0,captured
order_868352577C8341,1180.9,2026-07-21T02:00:00,cust_c8802fa7b9,completed
order_D3D11E641EC34D,16822.04,2026-07-18T14:00:00,cust_50d7f1db63,captured
order_81E58BC65B4E41,2647.47,2026-07-25T01:00:00,cust_f15eade2e3,completed
order_253FF038C92D4A,2265.7,2026-08-12T01:00:00,cust_da9bca18e6,captured
order_4F3F8792EF3F47,1536.81,2026-07-30T23:00:00,cust_d5cfe59c9e,captured
order_927A3B0124044A,3431.2,2026-07-20T05:00:00,cust_4eae9ceda7,completed
order_6A9DCAD8AA044F,1139.83,2026-08-12T04:00:00,cust_196de5d361,completed
order_4A9E48977BBB4C,2164.86,2026-08-08T07:00:00,cust_9dd4764ba6,captured
order_90FA676C991E4A,202738.24,2026-07-02T07:00:00,cust_2921fd6514,completed
order_B95E7FA4B34D4A,92265.15,2026-07-30T21:00:00,cust_195af69d45,completed
order_9DEEEBE3098C4A,1808.78,2026-07-28T04:00:00,cust_d38700fac3,captured
order_49C46B6EC9DC47,1113.01,2026-07-04T02:00:00,cust_23cc7ae334,captured
order_EB214EF216F84B,691.21,2026-08-07T13:00:00,cust_e13fb31256,captured
order_A9707691838F4B,526.28,2026-07-14T01:00:00,cust_826f0e7de4,captured
order_88AE2814B04F43,2757.67,2026-07-12T02:00:00,cust_704ffdc3f4,completed
order_453B4CFD626D4A,1998.22,2026-08-13T22:00:00,cust_a8313219bb,completed
order_90DC6C4CF3E44F,509.14,2026-07-05T02:00:00,cust_644873c9a2,captured
order_1F838DCDA8A544,8285.55,2026-07-31T18:00:00,cust_9353285eef,captured
order_080D974F59FB46,240601.86,2026-07-04T22:00:00,cust_c5dfc19bf0,completed
order_0E8F3693106741,957.92,2026-08-07T18:00:00,cust_e63e3e3d17,completed
order_80FA867A394243,13242.85,2026-07-24T10:00:00,cust_b2b32356ef,completed
order_8965CA31335945,277.23,2026-07-09T10:00:00,cust_5f06a620df,completed
order_1AAA66066C4A44,2743.11,2026-08-01T02:00:00,cust_c365c9d4db,captured
order_CF6ABC5F052848,2227.67,2026-07-18T09:00:00,cust_1c7ee739fb,completed
order_172B7C575DB64D,1166.05,2026-07-05T05:00:00,cust_3f99c33509,completed
order_CBB8565B25534A,2708.17,2026-07-25T23:00:00,cust_e2f8282968,captured
order_B0533C045B0045,14246.25,2026-08-05T03:00:00,cust_f9a5944033,captured
order_606CB3CB3C2747,811.55,2026-07-10T04:00:00,cust_272c3ff3eb,captured
order_243C7DE0E2204F,630.2,2026-07-19T23:00:00,cust_e316161b10,captured
order_C3E510A475DB47,4659.82,2026-08-08T21:00:00,cust_ba5501f6cd,captured
order_FDFCB811BD5B4E,14507.38,2026-08-11T15:00:00,cust_5bd138a11c,captured
order_C6933C9106B846,2198.03,2026-08-03T18:00:00,cust_e295bb429c,completed
order_66C69B72955647,726.26,2026-08-08T19:00:00,cust_be21922fbe,captured
order_8FCF715203504A,13593.42,2026-07-05T09:00:00,cust_4d728b81be,captured
order_9D7176F8BCAB4E,2783.82,2026-08-12T03:00:00,cust_9f7d5c12db,captured
order_5EB8AF806E2C46,2853.89,2026-07-10T00:00:00,cust_4d82386ff8,captured
order_87E8A8B4A6434B,1154.06,2026-08-14T15:00:00,cust_77a5ac4e27,captured
order_D29A444F96B64A,192500.74,2026-07-06T20:00:00,cust_4c3c43d70b,completed
order_884B2D792D484A,2588.81,2026-07-26T20:00:00,cust_75a23e7d36,captured
order_E33A131DE43640,606.82,2026-08-13T14:00:00,cust_8575e1f166,completed
order_73E744B7D3974F,36748.78,2026-08-09T05:00:00,cust_aed78415f8,completed
order_6CC7A973FA0540,153827.63,2026-08-06T03:00:00,cust_fbb77b6767,captured
order_A617E9DB9A5545,10753.45,2026-08-09T03:00:00,cust_cf5b3f10e4,completed
order_86CE3F2C7B7A45,23686.41,2026-08-05T23:00:00,cust_77dff59f15,completed
order_AA50111761C04F,20003.59,2026-07-08T04:00:00,cust_ed89a1eb9a,completed
order_EA1150892D8443,2547.33,2026-07-20T03:00:00,cust_67e5675559,captured
order_B14B0450957643,2914.54,2026-07-31T07:00:00,cust_cb969b584f,captured
order_3D9EAB9F0AED47,114689.48,2026-08-05T11:00:00,cust_9bc7650065,captured
order_36D30385B5F346,164274.29,2026-07-25T21:00:00,cust_ccfd7d0c08,captured
order_EBE3A3EB90234A,1887.88,2026-07-20T18:00:00,cust_0acfb825dc,completed
order_E363CCF5056747,21455.62,2026-08-10T10:00:00,cust_a5fef2cfbc,completed
order_6C614B5242C442,322.43,2026-08-09T03:00:00,cust_760c94e926,completed
order_FE6E858C8ADD4B,1777.64,2026-07-02T23:00:00,cust_e2bcb948f1,completed
order_560E840F7DDA49,921.49,2026-08-08T14:00:00,cust_5e51ed19ec,completed
order_7386A6C7849C48,2012.71,2026-07-17T02:00:00,cust_3418aa366f,captured
order_E257A020ED3A4B,2988.66,2026-07-07T01:00:00,cust_e5d6ea7877,captured
order_775C82EF2ED94F,842.32,2026-07-16T13:00:00,cust_93129c31e0,captured
order_41FDA776AA0744,1984.62,2026-07-29T00:00:00,cust_05d4fc1afd,completed
order_B971BB26A3C84F,1355.55,2026-07-07T19:00:00,cust_e6683d22bd,captured
order_EF36428B6A8247,2651.47,2026-07-19T06:00:00,cust_03c633e0f2,captured
order_81C7DFCDE3BC4A,798.67,2026-07-18T03:00:00,cust_8c6c822fb2,captured
order_9E0EAC88872840,1467.99,2026-07-27T16:00:00,cust_b2d37b71b1,completed
order_51D83DE611604F,2230.99,2026-07-03T01:00:00,cust_c6133f527c,completed
order_85B2ED3780F34F,908.25,2026-08-12T07:00:00,cust_a371907698,captured
order_16B8BFF4F4D543,1910.08,2026-07-29T04:00:00,cust_887b1429c4,captured
order_E4CF84922B4E46,745.48,2026-07-09T03:00:00,cust_e53192fa68,completed
order_11081A3173C848,337.39,2026-07-03T23:00:00,cust_551ad6f10e,captured
order_1E0E084E4FCD44,748.01,2026-07-29T02:00:00,cust_ded446d4ad,completed
order_4BF62A448E664B,2343.21,2026-07-06T21:00:00,cust_2cd7c9dbcd,captured
order_CFE390E0F5F144,1301.87,2026-07-17T09:00:00,cust_545298ddf8,completed
order_9E0CF2C5712342,228575.74,2026-07-03T16:00:00,cust_297ce2cdb3,captured
order_E542FF37980244,19269.53,2026-07-19T23:00:00,cust_e938669168,captured
order_E04DB9807E1C4B,22311.59,2026-08-12T14:00:00,cust_3b65ef47c0,captured
order_EB74B293E66747,2729.74,2026-08-03T12:00:00,cust_762589eaa3,captured
order_F5151D57F20845,2560.03,2026-07-25T14:00:00,cust_2bb204cab4,captured
order_BF3013189F5546,1304.19,2026-08-04T08:00:00,cust_9f120e2cdc,completed
order_FA0B94436CAF4F,198653.03,2026-08-15T15:00:00,cust_d418507e3e,captured
order_3477F8F5BE8144,1514.45,2026-07-20T23:00:00,cust_fd8bec2eaa,completed
order_A0FD8297AEB044,2748.34,2026-07-28T10:00:00,cust_241d653b62,captured
order_240B4AFD17814C,2433.33,2026-07-29T14:00:00,cust_147c641752,captured
order_079362557A9F4B,276.22,2026-07-14T11:00:00,cust_eb981e835d,completed
order_8CE1D2F26C8048,1429.79,2026-07-31T17:00:00,cust_8ac4873930,captured
order_C9DDCAFC1B5246,2656.4,2026-07-22T14:00:00,cust_9516be1b90,completed
order_7606DADE2E424E,21557.04,2026-07-22T16:00:00,cust_92c36974ba,completed
order_FEA220D507D44B,2799.74,2026-07-10T22:00:00,cust_fbdf064a8f,completed
order_0C6BCDF503714A,2660.79,2026-07-11T08:00:00,cust_ba32b942dc,captured
order_DD5FA6BD9A5A43,2715.42,2026-07-21T01:00:00,cust_3a6ddd9684,captured
order_6F51F0910BEB46,10157.07,2026-07-02T16:00:00,cust_40484fc063,completed
order_FA0837E9930E49,503.74,2026-07-14T20:00:00,cust_b8d539f61a,completed
order_00BF9C3C82D74D,2273.9,2026-07-19T14:00:00,cust_da7d5f0bdb,completed
order_B0E84A05B22844,23721.53,2026-07-27T17:00:00,cust_a01fee315e,captured
order_5AEA59F5F77647,2240.36,2026-07-29T13:00:00,cust_7c7e01f5cd,completed
order_719538F2237E48,23542.15,2026-07-19T11:00:00,cust_a714937e62,completed
order_EC9FFC004CE642,1614.74,2026-08-08T01:00:00,cust_7fe6e6c779,captured
order_C90019AF7D3B49,2131.61,2026-08-07T22:00:00,cust_d993da6dcf,captured
order_AC493C08A67046,2131.21,2026-07-29T19:00:00,cust_e325871eb0,completed
order_933B91CDAD1C49,2303.11,2026-07-15T14:00:00,cust_34ead84986,completed
order_957B0EDB1B5B43,13215.79,2026-08-12T23:00:00,cust_66fe2e25d6,captured
order_984034AE331D4A,2484.2,2026-08-02T09:00:00,cust_9b68162350,captured
order_888E9CF4633C42,152.85,2026-07-07T07:00:00,cust_a480cde274,completed
order_C40FA70A48FD4B,8404.86,2026-08-02T04:00:00,cust_ed321c1682,completed
order_DE5AD33F998B43,1686.18,2026-08-09T02:00:00,cust_020f03edb3,captured
order_2BCEB85C5C754D,70139.8,2026-07-07T14:00:00,cust_e3350e1d95,completed
order_1DA6D87C25BC4D,1172.67,2026-07-18T00:00:00,cust_a60e828b3c,captured
order_34F234DA92D848,428.26,2026-08-15T07:00:00,cust_59bb525f37,completed
order_F44090AB453D4F,2142.79,2026-08-05T02:00:00,cust_6f15205af5,captured
order_798B800301F747,2312.68,2026-07-17T01:00:00,cust_1ddfd1ee7b,captured
order_38518578A3FD4F,2044.7,2026-07-24T02:00:00,cust_7b94328a32,captured
order_4B425DDE412D4B,1158.5,2026-07-26T18:00:00,cust_ab7a69e6a8,captured
order_0B8706A847984C,670.45,2026-07-24T17:00:00,cust_c15fe96e04,captured
order_CD02823C5C724F,1154.73,2026-07-15T08:00:00,cust_33e5d4ffab,captured
order_117CBB1064964C,2253.38,2026-08-13T05:00:00,cust_bdb240a148,completed
order_841D1E2071C44D,278.27,2026-07-24T06:00:00,cust_b9f2d4a7dc,captured
order_9EBFD364E1664F,2944.22,2026-07-23T11:00:00,cust_a146d47b91,captured
order_D6FC2D1828C549,1267.28,2026-07-27T17:00:00,cust_21e43c45dd,completed
order_FD0C2E260D6D44,104.07,2026-08-06T09:00:00,cust_cb4ebe6cbb,captured
order_9B0458C45FB74B,1170.14,2026-08-08T22:00:00,cust_82fce9c35b,completed
order_B717722D827B42,1206.55,2026-07-01T00:00:00,cust_a20280487e,captured
order_B2A00CD4B6C14B,2166.81,2026-07-07T06:00:00,cust_e7132ee1b7,completed
order_41ABA221FE264F,19463.55,2026-08-14T04:00:00,cust_f6cc360025,captured
order_0B0D217F1E3846,375.2,2026-07-04T12:00:00,cust_dcf2a600da,captured
order_BF52E4F69D674E,129406.67,2026-07-23T13:00:00,cust_e5a2237e9a,completed
order_A5446A2ADEE740,2536.47,2026-07-24T10:00:00,cust_0735524980,completed
order_87E2C92DEE654E,1641.15,2026-07-21T11:00:00,cust_8c25e1f4d9,completed
order_D839F146196241,2421.69,2026-08-12T23:00:00,cust_1290d55c99,captured
order_41C00A8240D847,2007.92,2026-07-26T09:00:00,cust_1eca3b2869,completed
order_3156AB5FD0A045,2213.27,2026-07-02T07:00:00,cust_38195967c9,completed
order_1C99C01198B84E,1382.12,2026-07-29T14:00:00,cust_c27397c345,completed
order_CA9966220D6D40,2979.92,2026-07-26T08:00:00,cust_933a437624,completed
order_6D09B8DC07B64D,1006.34,2026-08-07T01:00:00,cust_dcb05d7094,completed
order_16DC987853D149,142010.13,2026-07-08T00:00:00,cust_fce478f4dc,completed
order_A7A5BB50541B4F,21524.84,2026-08-02T22:00:00,cust_9c0d05e332,completed
order_0503B2F19CAB4B,876.13,2026-07-17T23:00:00,cust_f523c5d4ef,completed
order_1A5C469A92E948,17633.94,2026-07-17T03:00:00,cust_732376b07f,completed
order_749DC854DB0147,1611.4,2026-08-03T11:00:00,cust_6e02351792,captured
order_B318D76549A04D,2770.91,2026-08-11T06:00:00,cust_e557187663,completed
order_7FD81C49D97741,1706.07,2026-08-03T10:00:00,cust_3708d12765,captured
order_04531CCDF6494F,19074.54,2026-08-09T18:00:00,cust_1d4c75d88b,completed
order_107B96737C484A,306.61,2026-07-13T18:00:00,cust_ed4a147dd8,captured
order_44A56318D49040,1315.93,2026-07-15T23:00:00,cust_d58715e6b1,captured
order_B05A73D9F4D64F,2786.47,2026-08-13T13:00:00,cust_1e3d3b87d1,completed
order_25B10586DE1244,772.39,2026-07-27T13:00:00,cust_ab393f6129,captured
order_F96AFC8495C24D,2818.56,2026-07-06T15:00:00,cust_dd1e11554f,completed
order_191E4E7396254C,2530.71,2026-07-18T07:00:00,cust_c535caa806,captured
order_AE071BE3372B4F,2821.77,2026-07-09T02:00:00,cust_0690f24472,captured
order_51CD40EEF78742,1887.09,2026-07-01T10:00:00,cust_c24536b73f,captured
order_CF434B777B1C46,1699.55,2026-07-07T04:00:00,cust_c0d338bfb1,captured
order_C4EBA1CB3F254B,589.17,2026-07-19T04:00:00,cust_d2e918b366,completed
order_6999C950E11148,1736.48,2026-07-05T06:00:00,cust_eec8d86e9f,completed
order_00B194BA85CE47,803.2,2026-08-10T07:00:00,cust_3d6e59ac59,completed
order_D65EABAA284349,2952.03,2026-08-13T22:00:00,cust_25e2c62afd,captured
order_22AC1131318141,1445.91,2026-08-07T07:00:00,cust_c7c375207d,captured
order_33A1749C90CA4F,2872.29,2026-07-10T00:00:00,cust_c45cc36ac9,completed
order_452E88EA614F42,387.49,2026-07-17T17:00:00,cust_ac7b42a6be,completed
order_B705CE65084D47,407.81,2026-08-11T20:00:00,cust_630d523a79,captured
order_E29A15307D2546,2584.23,2026-07-10T06:00:00,cust_30c27808aa,completed
order_F16BEF398A9C4C,10735.42,2026-08-04T21:00:00,cust_3c20d2e448,captured
order_F75F8B1CFF9342,1013.05,2026-07-15T12:00:00,cust_31f2a836e9,captured
order_FE38B80D35D440,1355.89,2026-08-01T15:00:00,cust_6791a6e8dd,completed
order_865DB2F48B4C4F,928.76,2026-08-08T06:00:00,cust_f8b43a308f,completed
order_6CF95DDFB54148,1817.63,2026-08-05T11:00:00,cust_32ef6dec9a,captured
order_C89ECB1D342F45,2449.48,2026-07-20T11:00:00,cust_ba9afb4972,completed
