entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_E252B194C9E242,payment,0,234615,240286,INR,4806,865,0,1,1783080000,1783260000,setl_2ECB28C699C041,pay_E252B194C9E242,UTR715332006664,order_3E9534B97B744A,rcpt_94ef948085,upi,,,,
pay_505BA853841E49,payment,0,1798846,1842325,INR,36847,6632,0,1,1786284000,1786464000,setl_7499C4AA34DF4B,pay_505BA853841E49,UTR329404724772,order_5EECBF474D764A,rcpt_5f702cd24e,netbanking,,,,
pay_F0E023874D684C,payment,0,29458,30170,INR,603,109,0,1,1783900800,1784106000,setl_8FCBDEFEAEB945,pay_F0E023874D684C,UTR980002089192,order_CA2D911903464F,rcpt_37bc3de83e,card,Amex,KKBK,debit,
pay_2E2546B8BA524A,payment,0,107046,109634,INR,2193,395,0,1,1784505600,1784718000,setl_D2832E923CD742,pay_2E2546B8BA524A,UTR955480546222,order_495C3D99D19548,rcpt_83569db09d,upi,,,,
pay_3C37B3B6034348,payment,0,162896,166834,INR,3337,601,0,1,1784754000,1784952000,setl_463EF21FF45840,pay_3C37B3B6034348,UTR337640157645,order_D2AFBE6B81DB42,rcpt_16942526b5,card,MasterCard,HDFC,credit,
pay_B068CB215DFE48,payment,0,262161,268498,INR,5370,967,0,1,1785081600,1785294000,setl_B27B70A09BB842,pay_B068CB215DFE48,UTR101455638319,order_84CFAC8A05E74B,rcpt_c47416c120,wallet,,,,
pay_A38B73928FBE4C,payment,0,187199,191723,INR,3834,690,0,1,1786262400,1786438800,setl_7499C4AA34DF4B,pay_A38B73928FBE4C,UTR388063848820,order_D957F70798B843,rcpt_917c518def,upi,,,,
pay_14F68BD2B83F45,payment,0,230195,235759,INR,4715,849,0,1,1786219200,1786428000,setl_7499C4AA34DF4B,pay_14F68BD2B83F45,UTR936940659091,order_03E135477E9745,rcpt_6d1cc6f6fe,card,MasterCard,SBIN,credit,
pay_0C258D213CBD4C,payment,0,81820,83798,INR,1676,302,0,1,1786438800,1786651200,setl_763973C2998C43,pay_0C258D213CBD4C,UTR089053983649,order_65DE9FE1968E41,rcpt_3309a9afcd,upi,,,,
pay_A1054C94D7BF4B,payment,0,226353,231825,INR,4637,835,0,1,1783069200,1783281600,setl_2ECB28C699C041,pay_A1054C94D7BF4B,UTR322070102770,order_F24E53AF62474D,rcpt_d6c3877efe,card,Visa,UTIB,debit,
pay_A3914CFDAED04E,payment,0,85182,87241,INR,1745,314,0,1,1784584800,1785535200,setl_FC6EDD4946DB47,pay_A3914CFDAED04E,UTR474882874859,order_22119798FC1B42,rcpt_1c43b1e653,wallet,,,,
pay_CFEAA0C44A4C42,payment,0,236100,241806,INR,4836,870,0,1,1786057200,1786233600,setl_A79770F9F69A43,pay_CFEAA0C44A4C42,UTR106455177725,order_1ED731FAB94D47,rcpt_b094a3e66f,card,Amex,ICIC,credit,
pay_D26CB387A74A4F,payment,0,142996,146452,INR,2929,527,0,1,1785456000,1785643200,setl_F41276F89E0D44,pay_D26CB387A74A4F,UTR762102765761,order_D7274054EB4A4E,rcpt_85bd86eda9,wallet,,,,
pay_ACB690B885724F,payment,0,22633049,23180099,INR,463602,83448,0,1,1784761200,1784966400,setl_463EF21FF45840,pay_ACB690B885724F,UTR940484454081,order_D7A5EEB7504741,rcpt_ea4d0a2953,card,Visa,ICIC,credit,
pay_206D3D2C19A848,payment,0,165835,169843,INR,3397,611,0,1,1783274400,1783461600,setl_3388172A166B4D,pay_206D3D2C19A848,UTR173073790058,order_F74519E2462341,rcpt_18c7a6a1d3,card,RuPay,UTIB,debit,
pay_959D2A561FC04B,payment,0,112168,114880,INR,2298,414,0,1,1783116000,1783299600,setl_70A1353F42C44C,pay_959D2A561FC04B,UTR311193342517,order_8A9C5668E6C24E,rcpt_29b7a9f6af,upi,,,,
pay_FEF4D3FE5ECF49,payment,0,1233867,1263942,INR,25487,4588,0,1,1785085200,1785294000,setl_B27B70A09BB842,pay_FEF4D3FE5ECF49,UTR313730868520,order_E05F023CE81248,rcpt_11fdb2630a,upi,,,,
pay_74FBE38DADC540,payment,0,186164,190663,INR,3813,686,0,1,1786834800,1787029200,setl_CC21C05668864D,pay_74FBE38DADC540,UTR293358531369,order_5860940DA1594F,rcpt_43a8b24bbd,card,Amex,HDFC,credit,
pay_35BCD2A2159E47,payment,0,208468,213507,INR,4270,769,0,1,1782968400,1783177200,setl_73E42C17BAB946,pay_35BCD2A2159E47,UTR320915681720,order_418E79A303DE46,rcpt_e0a6799149,upi,,,,
pay_CBB8320CEC0D4F,payment,0,51118,52353,INR,1047,188,0,1,1784768400,1784980800,setl_463EF21FF45840,pay_CBB8320CEC0D4F,UTR524686835588,order_D048106D7E584E,rcpt_812286eb3c,upi,,,,
pay_D3105EF8CC6D44,payment,0,95397,97703,INR,1954,352,0,1,1785265200,1785481200,setl_FC6EDD4946DB47,pay_D3105EF8CC6D44,UTR917043504722,order_AAF20A4DAB4242,rcpt_87c9b0f01a,netbanking,,,,
pay_B0C368C59D4749,payment,0,143744,147218,INR,2944,530,0,1,1784880000,1785085200,setl_4D086E650CDE4D,pay_B0C368C59D4749,UTR170207770682,order_9BACDCB2D8B042,rcpt_2987bc2bfc,card,Amex,KKBK,debit,
pay_F7DDC403AB1A4C,payment,0,130560,133716,INR,2674,482,0,1,1785542400,1785801600,setl_4BC7782DCCEE42,pay_F7DDC403AB1A4C,UTR518607829244,order_B4A0CCB2C10743,rcpt_122167a5c6,netbanking,,,,
pay_D9D496AEF2CA42,payment,0,243524,249410,INR,4988,898,0,1,1785564000,1785740400,setl_E6720EEB6C1545,pay_D9D496AEF2CA42,UTR963054388323,order_E493DFE7F2A948,rcpt_b75ce86cc7,upi,,,,
pay_E32595A0B50B4B,payment,0,235295,240983,INR,4820,868,0,1,1785790800,1785963600,setl_B59212048DCF4E,pay_E32595A0B50B4B,UTR546928847567,order_DEAFB3344A2641,rcpt_9e57325817,card,Amex,KKBK,debit,
pay_832F0CB932C445,payment,0,218049,223319,INR,4466,804,0,1,1785740400,1785945600,setl_B59212048DCF4E,pay_832F0CB932C445,UTR142276646303,order_B392724AFF914D,rcpt_86502a1d56,netbanking,,,,
pay_3D6D6734BEA941,payment,0,212631,217929,INR,4490,808,0,1,1785650400,1785826800,setl_4BC7782DCCEE42,pay_3D6D6734BEA941,UTR234631937602,order_453F91AE9B2E4C,rcpt_5fcddfb583,card,MasterCard,KKBK,debit,
pay_434B48B7F9FC4A,payment,0,274615,281252,INR,5625,1012,0,1,1786784400,1786957200,setl_3AEBB3FB29AD46,pay_434B48B7F9FC4A,UTR571744875386,order_D88EA596D75E4F,rcpt_9a4f2aae1d,upi,,,,
pay_3211997E613F42,payment,0,919043,941256,INR,18825,3388,0,1,1785578400,1785790800,setl_E6720EEB6C1545,pay_3211997E613F42,UTR113428417985,order_3C378ABA907546,rcpt_78d55b4e7f,card,MasterCard,HDFC,credit,
pay_A5A5B5AD705941,payment,0,233512,239156,INR,4783,861,0,1,1785542400,1785715200,setl_E6720EEB6C1545,pay_A5A5B5AD705941,UTR929619198705,order_1D3FE4767CE648,rcpt_ad62c0eebc,upi,,,,
pay_A452C390F8CB4E,payment,0,182860,187280,INR,3746,674,0,1,1786474800,1786669200,setl_CC0CF5AEEF7E49,pay_A452C390F8CB4E,UTR380507607616,order_77789CAC78FB48,rcpt_e089cd688e,card,RuPay,SBIN,credit,
pay_36FAC0EECC344B,payment,0,33988,34809,INR,696,125,0,1,1784984400,1785186000,setl_0D0DBBF8BAE648,pay_36FAC0EECC344B,UTR898887250041,order_A912E538397D4D,rcpt_d048c4817b,wallet,,,,
pay_C71C49DA050D44,payment,0,328894,336844,INR,6737,1213,0,1,1785074400,1785290400,setl_B27B70A09BB842,pay_C71C49DA050D44,UTR268228501616,order_B270EB97A81447,rcpt_e68189f4a0,upi,,,,
pay_78545B377DDD41,payment,0,44514,45755,INR,1052,189,0,1,1783033200,1783206000,setl_73E42C17BAB946,pay_78545B377DDD41,UTR111267361132,order_B3E9AC19347D43,rcpt_4e8178b6e5,card,RuPay,SBIN,debit,
pay_1B11FBB799C449,payment,0,711963,729172,INR,14584,2625,0,1,1782864000,1783123200,setl_73E42C17BAB946,pay_1B11FBB799C449,UTR543364543509,order_36C545729E4041,rcpt_e89da87e54,upi,,,,
pay_A3BB6F6603B34A,payment,0,16442,16840,INR,337,61,0,1,1785027600,1785978000,setl_B470DD9938314C,pay_A3BB6F6603B34A,UTR365465609683,order_BAEE854AC7D341,rcpt_193342c0cb,wallet,,,,
pay_2F7889BF09A540,payment,0,35498,35498,INR,0,0,0,1,1784160000,1784332800,setl_12A07E2F40C342,pay_2F7889BF09A540,UTR412107184688,order_A23166CB491D4D,rcpt_e0b0ab356e,card,RuPay,UTIB,debit,
pay_93CCF570BE4F4E,payment,0,1628016,1667365,INR,33347,6002,0,1,1784757600,1784952000,setl_463EF21FF45840,pay_93CCF570BE4F4E,UTR275821190257,order_300918C1220141,rcpt_78903dab4e,card,MasterCard,KKBK,credit,
pay_49DC9BECCF9440,payment,0,151854,155525,INR,3111,560,0,1,1783296000,1783490400,setl_888946A84E3C44,pay_49DC9BECCF9440,UTR216807976386,order_EFD579760B6145,rcpt_07afea7c94,card,Amex,UTIB,credit,
pay_2015AB303F7E49,payment,0,157730,161543,INR,3231,582,0,1,1786464000,1786636800,setl_763973C2998C43,pay_2015AB303F7E49,UTR005409698916,order_7791EBC5443F44,rcpt_f69cf807ee,upi,,,,
pay_EC657FFAC6874F,payment,0,774251,792965,INR,15859,2855,0,1,1785974400,1786147200,setl_98B4CE3E723A4A,pay_EC657FFAC6874F,UTR613795397846,order_2039365175114E,rcpt_4fa7ebca76,upi,,,,
pay_DB87662018CD40,payment,0,69918,71608,INR,1432,258,0,1,1783681200,1783890000,setl_199A1B2F048141,pay_DB87662018CD40,UTR533822315003,order_FD8F253B98AC41,rcpt_61f23d300c,card,Visa,SBIN,credit,
pay_1CC66698E35C4C,payment,0,24151,24735,INR,495,89,0,1,1784548800,1784728800,setl_D2832E923CD742,pay_1CC66698E35C4C,UTR211930661500,order_FE90791FC4A44F,rcpt_197f14fa91,upi,,,,
pay_6D0ECFE8C2274F,payment,0,268800,275297,INR,5506,991,0,1,1784955600,1785168000,setl_0D0DBBF8BAE648,pay_6D0ECFE8C2274F,UTR324371689277,order_C23D4653617F49,rcpt_210dd4c1c9,wallet,,,,
pay_C615BE6D156443,payment,0,1562547,1600314,INR,32006,5761,0,1,1785765600,1785978000,setl_B470DD9938314C,pay_C615BE6D156443,UTR929909387270,oredr_9CEE5706AF4940,rcpt_99b5500497,card,Visa,KKBK,debit,
pay_E1A1DA43C43F4D,payment,0,8787655,₹9000056,INR,180001,32400,0,1,1784851200,1785024000,setl_4D086E650CDE4D,pay_E1A1DA43C43F4D,UTR497294875367,order_391FCB0A93B042,rcpt_8af33bf793,card,MasterCard,UTIB,credit,
pay_67A89237703348,payment,0,216108,221332,INR,4427,797,0,1,1784775600,1784955600,setl_463EF21FF45840,pay_67A89237703348,UTR527961566844,order_65FDAD9AA45246,rcpt_1ffebc0aef,card,RuPay,UTIB,debit,
pay_18EAD644E94F4B,payment,0,184835,189302,INR,3786,681,0,1,1784170800,1784347200,setl_12A07E2F40C342,pay_18EAD644E94F4B,UTR612614193282,order_BF8748D8B1A043,rcpt_ab0ddf0f5a,upi,,,,
pay_660AE583615E41,payment,0,396515,406099,INR,8122,1462,0,1,1786251600,1786438800,setl_7499C4AA34DF4B,pay_660AE583615E41,UTR028797905192,order_AFCD73B31CDA42,rcpt_cbd09c18b1,wallet,,,,
pay_5D0DA014847448,payment,0,2016783,2065530,INR,41311,7436,0,1,1784116800,1784296800,setl_26BEFC47481D4A,pay_5D0DA014847448,UTR613674309810,order_336E1E68810D4F,rcpt_71183b10b3,card,MasterCard,HDFC,debit,
pay_72F3190DA0E449,payment,0,47112,47112,INR,0,0,0,1,1785974400,1786147200,setl_98B4CE3E723A4A,pay_72F3190DA0E449,UTR838134631874,order_40AC9B46B9884C,rcpt_5e2978ba44,card,RuPay,KKBK,debit,
pay_6F48A8F8E54749,payment,0,220243,225566,INR,4511,812,0,1,1785258000,1785776400,setl_E6720EEB6C1545,pay_6F48A8F8E54749,UTR824945107518,order_4EB7471F007044,rcpt_bca08060bc,upi,,,,
pay_182EBD47A2C042,payment,0,168629,172705,INR,3454,622,0,1,1786201200,1786978800,setl_3AEBB3FB29AD46,pay_182EBD47A2C042,UTR820692419660,order_98725215724E4F,rcpt_1dd4c405a9,netbanking,,,,
pay_21A77DFEBF5E4F,payment,0,376297,385392,INR,7708,1387,0,1,1786770000,1786946400,setl_3AEBB3FB29AD46,pay_21A77DFEBF5E4F,UTR255859065801,order_BE283EAC756C4F,rcpt_1edf1959ce,upi,,,,
pay_A929F766EB674A,payment,0,170816,174945,INR,3499,630,0,1,1786262400,1786478400,setl_7499C4AA34DF4B,pay_A929F766EB674A,UTR528735531427,order_E1AA4B03A68B4C,rcpt_5a732ce40d,upi,,,,
pay_B9A82A25D12746,payment,0,17708,18136,INR,363,65,0,1,1786244400,1786453200,setl_7499C4AA34DF4B,pay_B9A82A25D12746,UTR687399909043,order_93B4351BD5DC46,rcpt_8c05a511d8,upi,,,,
pay_547F059D9C514B,payment,0,114077,116835,INR,2337,421,0,1,1783270800,1783962000,setl_7B022C0E9D6C4E,pay_547F059D9C514B,UTR412536100872,order_28E3B67AA6C149,rcpt_1dce4be176,upi,,,,
pay_102973D0AF1D4E,payment,0,285744,292651,INR,5853,1054,0,1,1784512800,1784689200,setl_D2832E923CD742,pay_102973D0AF1D4E,UTR547214501018,order_E8E009B36AF141,rcpt_1cc7f5a2a1,upi,,,,
pay_8877E0A5FBF34F,payment,0,154391,158122,INR,3162,569,0,1,1783278000,1783468800,setl_888946A84E3C44,pay_8877E0A5FBF34F,UTR172580576060,order_1EA629F10C9746,rcpt_d910b1d8b6,card,RuPay,ICIC,credit,
pay_8E1D798F093A45,payment,0,149046,152649,INR,3053,550,0,1,1785078000,1785276000,setl_0A8F8C20576E43,pay_8E1D798F093A45,UTR349136545981,order_913AB5E0C2834D,rcpt_565a9ae610,upi,,,,
pay_FDECFF5F8E3D45,payment,0,622283,622283,INR,0,0,0,1,1785542400,1785715200,setl_E6720EEB6C1545,pay_FDECFF5F8E3D45,UTR889817830284,order_76000C28CE6E46,rcpt_4081aa4f9f,card,Visa,ICIC,credit,
pay_62F3CEF4578D4B,payment,0,964785,988318,INR,19943,3590,0,1,1786579200,1786759200,setl_F2E155DF04C742,pay_62F3CEF4578D4B,UTR032469337138,order_40BDA70DCB6E40,rcpt_5ea33b6b6a,upi,,,,
pay_CF70B45369274D,payment,0,1187520,1216222,INR,24324,4378,0,1,1783080000,1783256400,setl_2ECB28C699C041,pay_CF70B45369274D,UTR166018299811,order_029A7AC625DC40,rcpt_beced79377,upi,,,,
pay_75304445405A43,payment,0,1892316,1938394,INR,39049,7029,0,1,1785841200,1786057200,setl_B470DD9938314C,pay_75304445405A43,UTR351356985103,order_497FB0102F0341,rcpt_4a90bc8712,upi,,,,
pay_2F7BF172247A47,payment,0,27105,27760,INR,555,100,0,1,1785222000,1785402000,setl_6E19EA2B392F44,pay_2F7BF172247A47,UTR280396672943,order_FB396FC3AB5F47,rcpt_393f4a7312,upi,,,,
pay_5C3F1E1CD89A42,payment,0,54276,55588,INR,1112,200,0,1,1785801600,1786060800,setl_8D69EC8704F741,pay_5C3F1E1CD89A42,UTR011500623726,order_C5A9F1FC7FFF4A,rcpt_b35ee85dd1,card,Visa,UTIB,debit,
pay_75C7078E223347,payment,0,1402551,1436730,INR,28965,5214,0,1,1783018800,1783224000,setl_2ECB28C699C041,pay_75C7078E223347,UTR840823143590,order_E661E78137764F,rcpt_440d9d5904,upi,,,,
pay_927A6532F38442,payment,0,903293,925127,INR,18503,3331,0,1,1786492800,1786694400,setl_CC0CF5AEEF7E49,pay_927A6532F38442,UTR537688390476,order_A4F075DA8F294B,rcpt_c8e5259b9a,wallet,,,,
pay_5F3BE58AC6BC40,payment,0,949017,971955,INR,19439,3499,0,1,1786561200,1786762800,setl_F2E155DF04C742,pay_5F3BE58AC6BC40,UTR852459380318,order_63FE9B6E5E3C41,rcpt_6f9fce3237,card,Amex,ICIC,debit,
pay_3E0720658D1946,payment,0,188711,193272,INR,3865,696,0,1,1784102400,1784793600,setl_89BEF1B456534C,pay_3E0720658D1946,UTR590908866770,order_EF09865B03594F,rcpt_54a1193930,card,Visa,HDFC,credit,
pay_3D0F6D7FC76D40,payment,0,26566,27208,INR,544,98,0,1,1786546800,1786719600,setl_CC0CF5AEEF7E49,pay_3D0F6D7FC76D40,UTR669495012580,order_22A07021B6F64F,rcpt_e5058526ac,card,Amex,UTIB,credit,
pay_C71C49DA050D44,payment,0,328894,336844,INR,6737,1213,0,1,1785074400,1785290400,setl_B27B70A09BB842,pay_C71C49DA050D44,UTR268228501616,order_B270EB97A81447,rcpt_ccbb60f47c,upi,,,,
pay_A88F4DE07EB544,payment,0,116059,118642,INR,2189,394,0,1,1783486800,1783688400,setl_01DD4F9BC26841,pay_A88F4DE07EB544,UTR405561220331,order_2C4C2371D8FE4F,rcpt_f79b821a31,upi,,,,
pay_E974FC2CBEA646,payment,0,54567,55886,INR,1118,201,0,1,1784109600,1784318400,setl_26BEFC47481D4A,pay_E974FC2CBEA646,UTR535311411786,order_C52DF22ADAD74C,rcpt_eb74318a01,card,Amex,HDFC,debit,
pay_247F4B23C0CD41,payment,0,291789,298842,INR,5977,1076,0,1,1785369600,1785556800,setl_9C0EA57E3BAC47,pay_247F4B23C0CD41,UTR034080541121,order_00F1A4C2BC6246,rcpt_39126b5a84,upi,,,,
pay_4A032D34924540,payment,0,94551,97094,INR,2155,388,0,1,1784476800,1784656800,setl_0E41B5F1014843,pay_4A032D34924540,UTR440858552599,order_C2DC996C17EE44,rcpt_8c167a526c,card,Amex,SBIN,credit,
pay_878866A25E884C,payment,0,271437,277998,INR,5560,1001,0,1,1784998800,1785189600,setl_0D0DBBF8BAE648,pay_878866A25E884C,UTR239595817244,order_D2A03715E6ED44,rcpt_c4fd24874c,wallet,,,,
pay_2C6FF0B1D29243,payment,0,1349402,₹1382017,INR,27640,4975,0,1,1782864000,1783036800,setl_6D5CBCA99C064A,pay_2C6FF0B1D29243,UTR845850263242,order_08C86D85C4E14A,rcpt_15033fa2f9,card,Amex,SBIN,credit,
pay_65E37C1FC3ED49,payment,0,33446,34254,INR,685,123,0,1,1786413600,1787191200,setl_921A7E74C47A4E,pay_65E37C1FC3ED49,UTR616936190247,order_D198885727864A,rcpt_d1271b77a8,card,Visa,SBIN,credit,
pay_E1814315B29048,payment,0,79880,81810,INR,1636,294,0,1,1783126800,1783335600,setl_70A1353F42C44C,pay_E1814315B29048,UTR100916903491,order_40AB7F81431A4D,rcpt_ba3d7e9007,card,MasterCard,UTIB,debit,
pay_1D82F2BBD6E34D,payment,0,37045,37941,INR,759,137,0,1,1786381200,1786572000,setl_5FA3E2AE37894D,pay_1D82F2BBD6E34D,UTR780918576244,order_68909E85768E40,rcpt_ff000c6eff,card,Visa,SBIN,credit,
pay_551929A373FB42,payment,0,242841,248710,INR,4974,895,0,1,1783166400,1783382400,setl_3388172A166B4D,pay_551929A373FB42,UTR044399779677,order_6661503361B747,rcpt_fef297122c,upi,,,,
pay_CCE4FEC4F95D48,payment,0,125233,128260,INR,2565,462,0,1,1784041200,1784257200,setl_26BEFC47481D4A,pay_CCE4FEC4F95D48,UTR896644174502,order_B15EA581897941,rcpt_2da3dcb73b,card,MasterCard,ICIC,credit,
pay_E9D5DBE1B60B4C,payment,0,1097817,1124352,INR,22487,4048,0,1,1786813200,1786993200,setl_3AEBB3FB29AD46,pay_E9D5DBE1B60B4C,UTR439536903530,order_3381587FE95C44,rcpt_1fab771ce1,wallet,,,,
pay_758542DFD80844,payment,0,274930,281575,INR,5631,1014,0,1,1785330000,1785520800,setl_FC6EDD4946DB47,pay_758542DFD80844,UTR586552727766,order_897ED6952C984A,rcpt_1ebb90eee8,card,Visa,UTIB,credit,
pay_160E38E1F0564B,payment,0,227644,233146,INR,4663,839,0,1,1783270800,1783479600,setl_888946A84E3C44,pay_160E38E1F0564B,UTR968470395586,order_2EDC290F28864A,rcpt_4cb31e9dd0,card,MasterCard,KKBK,debit,
pay_587D0FC40DA04C,payment,0,13143,13143,INR,0,0,0,1,1782864000,1783036800,setl_6D5CBCA99C064A,pay_587D0FC40DA04C,UTR140306213120,order_BA394F135A1547,rcpt_d889b5e57b,upi,,,,
pay_A7A13A60096B47,payment,0,142310,145750,INR,2915,525,0,1,1784865600,1785070800,setl_4D086E650CDE4D,pay_A7A13A60096B47,UTR462876161091,order_78C8BE6DD80847,rcpt_673773d0f9,card,MasterCard,ICIC,debit,
pay_42FB1508E8FD49,payment,0,148573,152211,INR,3083,555,0,1,1784696400,1784880000,setl_FFFF9FE63E7F4D,pay_42FB1508E8FD49,UTR534422577660,order_B20E5BD2F1D046,rcpt_eea7ad3f18,upi,,,,
pay_B2A4B7F29FBB44,payment,0,1823232,1867300,INR,37346,6722,0,1,1784178000,1784379600,setl_12A07E2F40C342,pay_B2A4B7F29FBB44,UTR528921708750,order_D9A7955833EC43,rcpt_fc80c09085,card,Visa,HDFC,credit,
pay_E62703DDC67E40,payment,0,786463,805472,INR,16109,2900,0,1,1784714400,1784898000,setl_FFFF9FE63E7F4D,pay_E62703DDC67E40,UTR225241893008,order_574E7807FB534C,rcpt_dbcc31f868,card,MasterCard,UTIB,debit,
pay_98AD01D7CAC049,payment,0,219618,224927,INR,4499,810,0,1,1785697200,1785870000,setl_4BC7782DCCEE42,pay_98AD01D7CAC049,UTR175772589071,order_035C5AB19FBB4A,rcpt_b48d724018,card,Visa,HDFC,debit,
pay_4EFE5FF8EFC144,payment,0,264132,270516,INR,5410,974,0,1,1786550400,1786741200,setl_CC0CF5AEEF7E49,pay_4EFE5FF8EFC144,UTR390443978393,order_0961DF95D92E49,rcpt_6bd7efd2fe,upi,,,,
pay_76168AF34F7C4F,payment,0,1737985,1779993,INR,35600,6408,0,1,1786680000,1786856400,setl_B2547F4DD47943,pay_76168AF34F7C4F,UTR038717276990,order_4B36FAAE2DF345,rcpt_cfc5af1048,upi,,,,
pay_AA68CED9DD7D4F,payment,0,279624,₹286383,INR,5728,1031,0,1,1783987200,1784160000,setl_BD87F397A26D43,pay_AA68CED9DD7D4F,UTR377488177982,order_56C188A02A0F4A,rcpt_189392000b,upi,,,,
pay_FDC8541E9E1A4D,payment,0,70049,71742,INR,1435,258,0,1,1784577600,1784775600,setl_89BEF1B456534C,pay_FDC8541E9E1A4D,UTR760557427358,order_AD01BD26A2C84A,rcpt_57be5d2031,card,Visa,ICIC,debit,
pay_DE0EC9322FB941,payment,0,179818,184164,INR,3683,663,0,1,1783486800,1784178000,setl_BD87F397A26D43,pay_DE0EC9322FB941,UTR363705054094,order_6201F220F3DB4F,rcpt_5fa7cde46d,upi,,,,
pay_1CC66698E35C4C,payment,0,24151,24735,INR,495,89,0,1,1784548800,1784728800,setl_D2832E923CD742,pay_1CC66698E35C4C,UTR211930661500,order_FE90791FC4A44F,rcpt_ff4f0bc7bc,upi,,,,
pay_BE0F4C1A28554C,payment,0,269689,276207,INR,5524,994,0,1,1785344400,1785535200,setl_FC6EDD4946DB47,pay_BE0F4C1A28554C,UTR340590065198,order_99593FB33D8847,rcpt_5d9da89e25,card,RuPay,ICIC,debit,
pay_61C975CE012A48,payment,0,185734,₹190223,INR,3804,685,0,1,1786060800,1786233600,setl_A79770F9F69A43,pay_61C975CE012A48,UTR100490176171,order_C4E511A907AB4E,rcpt_817dcbf830,card,RuPay,HDFC,credit,
pay_30145A63BF424F,payment,0,23486,24054,INR,481,87,0,1,1785708000,1785880800,setl_4BC7782DCCEE42,pay_30145A63BF424F,UTR742192613663,order_C813280829BE47,rcpt_d245736cc6,card,RuPay,UTIB,debit,
pay_FFD3F428FD024A,payment,0,144184,147669,INR,2953,532,0,1,1785121200,1785322800,setl_B27B70A09BB842,pay_FFD3F428FD024A,UTR163059548672,order_D6852682C1DF48,rcpt_d75893fcc5,card,Visa,UTIB,credit,
pay_FFCA49FECE264E,payment,0,45835,46943,INR,939,169,0,1,1785589200,1785776400,setl_E6720EEB6C1545,pay_FFCA49FECE264E,UTR180356282789,order_8C38A49B0F7C43,rcpt_38d73cf404,card,MasterCard,SBIN,credit,
pay_2718F4C0C3DD4C,payment,0,127835,130925,INR,2619,471,0,1,1786363200,1786543200,setl_5FA3E2AE37894D,pay_2718F4C0C3DD4C,UTR862402741844,order_71CD6770E48D4F,rcpt_3fecb4535c,upi,,,,
pay_973EB9DB3FEE41,payment,0,274277,280906,INR,5618,1011,0,1,1784682000,1784862000,setl_FFFF9FE63E7F4D,pay_973EB9DB3FEE41,UTR743133843992,order_958465C7CC6E4D,rcpt_dcb2bf1316,wallet,,,,
