payment_id,order_id,matched_order_id,match_type,is_duplicate_payment_id,second_best_id_similarity,id_similarity_margin,low_similarity_margin,amount_diff,amount_diff_pct,date_diff_days,id_similarity,fee_in_range,competing_candidates_count,closest_competing_amount_diff_pct,settlement_amount,ledger_amount,category,batch_source
pay_45806E13B51B4E,order_FED212AFD19A43,order_FED212AFD19A43,exact,1,0.0,1.0,0,0.0,0.0,2.46,1.0,1,2,0.0026,592.31,592.31,DUPLICATE,batch_clean
pay_61F6AA97A9F047,order_728FC62300D34C,order_728FC62300D34C,exact,1,0.0,1.0,0,0.0,0.0,2.12,1.0,1,2,0.0016,10177.53,10177.53,DUPLICATE,batch_clean
pay_EA06652D2FC540,order_433143FB28CD46,order_433143FB28CD46,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,4,0.007,18656.25,18656.25,EXACT_MATCH,batch_clean
pay_13E16735568D40,order_CD4DC90BC45B4E,order_CD4DC90BC45B4E,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,2,0.0018,208017.8,208017.8,EXACT_MATCH,batch_clean
pay_736E01DA655D46,order_AD27067B2D3E49,order_AD27067B2D3E49,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,3,0.0046,653.06,653.06,EXACT_MATCH,batch_clean
pay_AC4EF15035A84B,order_3C40204EEBC349,order_3C40204EEBC349,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,1,0.005,12736.62,12736.62,EXACT_MATCH,batch_clean
pay_95A933619AF242,order_BF1B3B4039284C,order_BF1B3B4039284C,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,2,0.0114,12472.94,12472.94,EXACT_MATCH,batch_clean
pay_F4A1A08E908043,order_5C1C04EAA1654C,order_5C1C04EAA1654C,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,8,0.0015,20504.45,20504.45,EXACT_MATCH,batch_clean
pay_F862F43E20144C,order_28C09FFE27434A,order_28C09FFE27434A,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,2,0.0094,13477.57,13477.57,EXACT_MATCH,batch_clean
pay_69917B67BDF84B,order_59DB56AAC30A40,order_59DB56AAC30A40,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,0,0.0335,230300.8,230300.8,EXACT_MATCH,batch_clean
pay_2CBB5D1190AC4D,order_A11851CE56B24C,order_A11851CE56B24C,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,0,0.0232,6362.51,6362.51,EXACT_MATCH,batch_clean
pay_346ECC95CCF947,order_6C6A8DDEACBD44,order_6C6A8DDEACBD44,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,9,0.0004,2352.61,2352.61,EXACT_MATCH,batch_clean
pay_99D5E9E9EB144A,order_0D0734E31EA94F,order_0D0734E31EA94F,exact,0,0.0,1.0,0,-65.53,0.0099,2.38,1.0,1,2,0.0037,6537.32,6602.85,AMOUNT_MISMATCH,batch_clean
pay_22CB3A36718442,order_A6D32A31EEB84D,order_A6D32A31EEB84D,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,1,0.017,89975.62,89975.62,EXACT_MATCH,batch_clean
pay_0FCEAB807BF24B,order_2256EA3FFBF54A,order_2256EA3FFBF54A,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,8,0.0003,1928.53,1928.53,EXACT_MATCH,batch_clean
pay_3B527DAD684E46,order_28989478A33445,order_28989478A33445,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,2,0.0091,112715.4,112715.4,EXACT_MATCH,batch_clean
pay_65E52019EF9E4B,order_9C0869EC3C0849,order_9C0869EC3C0849,exact,0,0.0,1.0,0,0.0,0.0,11.0,1.0,1,4,0.0078,463.16,463.16,DATE_DRIFT,batch_clean
pay_D0A09EC9EF2447,order_2AF3758ACFAF4A,order_2AF3758ACFAF4A,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,3,0.0007,650.07,650.07,EXACT_MATCH,batch_clean
pay_23D75A94FB704A,order_B5BD300A1D4844,order_B5BD300A1D4844,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,4,0.0003,749.3,749.3,EXACT_MATCH,batch_clean
pay_B2A72F3CC60347,order_BC29BCF59FF24E,order_BC29BCF59FF24E,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,14,0.0016,2284.08,2284.08,EXACT_MATCH,batch_clean
pay_50FD60769E2F48,order_1C80F2B91D1F44,order_1C80F2B91D1F44,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,6,0.0059,1906.37,1906.37,EXACT_MATCH,batch_clean
pay_FCEF5AFAA17244,order_5210831E63C241,order_5210831E63C241,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,1,0.0112,4680.13,4680.13,EXACT_MATCH,batch_clean
pay_4801DA56235047,order_7D13738ECE6348,order_7D13738ECE6348,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,6,0.0071,1445.23,1445.23,EXACT_MATCH,batch_clean
pay_92E36D2459BB40,order_0A8128BF4A4045,order_0A8128BF4A4045,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,2,0.0026,590.79,590.79,EXACT_MATCH,batch_clean
pay_2762629416A84B,order_16C49AEC777C4F,order_16C49AEC777C4F,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,0,0.0339,314.61,314.61,EXACT_MATCH,batch_clean
pay_4206CDEEF8E94A,order_3FACCEF619524E,order_3FACCEF619524E,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,8,0.0013,1558.19,1558.19,EXACT_MATCH,batch_clean
pay_34AF1CA9814746,order_AD2A834312604F,order_AD2A834312604F,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,1,0.0027,3187.75,3187.75,EXACT_MATCH,batch_clean
pay_31E01715912E4C,order_DAC39D41D1224B,order_DAC39D41D1224B,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,3,0.0055,753.65,753.65,EXACT_MATCH,batch_clean
pay_81C8A27943F846,order_242F92205F524F,order_242F92205F524F,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,6,0.008,933.13,933.13,EXACT_MATCH,batch_clean
pay_F4C0773545224E,order_42E1F3FE894748,order_42E1F3FE894748,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,2,0.0033,454.65,454.65,EXACT_MATCH,batch_clean
pay_02823F72957144,order_AA2A888B244B42,order_AA2A888B244B42,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,1,0.0048,424.47,424.47,EXACT_MATCH,batch_clean
pay_13E5FA70118B4C,order_84FCA04B9E2A4F,order_84FCA04B9E2A4F,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,3,0.0071,11917.93,11917.93,EXACT_MATCH,batch_clean
pay_843131B47E8442,order_EE2D2708936445,order_EE2D2708936445,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,6,0.0047,1480.07,1480.07,EXACT_MATCH,batch_clean
pay_E2C2FC0160944D,order_6C2276C8A1B543,order_6C2276C8A1B543,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,1,0.0135,6513.39,6513.39,EXACT_MATCH,batch_clean
pay_EB23B4A7405B4B,order_619C46A1A2FF43,order_619C46A1A2FF43,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,5,0.0021,982.58,982.58,EXACT_MATCH,batch_clean
pay_5AB4340794CA44,order_6F14EF5575D144,order_6F14EF5575D144,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,0,0.0351,7907.13,7907.13,EXACT_MATCH,batch_clean
pay_046B4C4D5C2F4B,order_C052239B9E6E44,order_C052239B9E6E44,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,1,0.0092,410.24,410.24,EXACT_MATCH,batch_clean
pay_73030A640FAF47,order_841FAAF0171942,order_841FAAF0171942,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,1,0.0023,126.25,126.25,EXACT_MATCH,batch_clean
pay_E5604D6A186749,order_87580B7DC3F04C,order_87580B7DC3F04C,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,7,0.0005,1538.71,1538.71,EXACT_MATCH,batch_clean
pay_ADBC742C1E1346,order_CCDE336CD9054A,order_CCDE336CD9054A,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,8,0.0028,1533.6,1533.6,EXACT_MATCH,batch_clean
pay_BE69FE6D1EF84C,order_2CB7195A24D145,order_2CB7195A24D145,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,15,0.0004,2244.26,2244.26,EXACT_MATCH,batch_clean
pay_F4B2C1EE564E49,order_DBE0E3842B7345,order_DBE0E3842B7345,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,4,0.0046,1118.57,1118.57,EXACT_MATCH,batch_clean
pay_F98C5B2B5A7741,order_9460A06E4BE845,order_9460A06E4BE845,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,4,0.0038,945.48,945.48,EXACT_MATCH,batch_clean
pay_59B06AFAE9C546,order_4D2E9F322CBD4F,order_4D2E9F322CBD4F,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,15,0.0024,2227.06,2227.06,EXACT_MATCH,batch_clean
pay_ED70A9E47FBD40,order_B567FCB4488D48,order_B567FCB4488D48,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,1,0.0137,162800.89,162800.89,EXACT_MATCH,batch_clean
pay_CE0A4E44C33940,order_1BD376FF3D3542,order_1BD376FF3D3542,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,8,0.003,2359.68,2359.68,EXACT_MATCH,batch_clean
pay_497F08DB860049,order_4702361556E54E,order_4702361556E54E,exact,0,0.0,1.0,0,-98.22,0.04,2.46,1.0,1,9,0.0,2359.72,2457.94,AMOUNT_MISMATCH,batch_clean
pay_D78EB9B6BF244D,order_5D25E0B65EE044,order_5D25E0B65EE044,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,5,0.0031,1590.05,1590.05,EXACT_MATCH,batch_clean
pay_56B79B697ACD4B,order_0F53A889484A48,order_0F53A889484A48,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,7,0.0002,1975.79,1975.79,EXACT_MATCH,batch_clean
pay_60CCF1B5D92F46,order_DC423039CA944D,order_DC423039CA944D,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,2,0.0035,24695.02,24695.02,EXACT_MATCH,batch_clean
pay_FBF621CB916B49,order_69C05C9285CB4C,order_69C05C9285CB4C,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,6,0.0008,18432.99,18432.99,EXACT_MATCH,batch_clean
pay_1D40D25C68D949,order_592C332B2A684D,order_592C332B2A684D,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,14,0.0032,2808.68,2808.68,EXACT_MATCH,batch_clean
pay_A3EF51A7EAF74E,order_F1EF403B77CB4D,order_F1EF403B77CB4D,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,4,0.0106,1402.26,1402.26,EXACT_MATCH,batch_clean
pay_27F65D82AB5D46,order_CD97649DBFE04D,order_CD97649DBFE04D,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,11,0.0002,2150.62,2150.62,EXACT_MATCH,batch_clean
pay_03BD97B1308647,order_C82A7B3CCFEC4F,order_C82A7B3CCFEC4F,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,6,0.0005,18417.39,18417.39,EXACT_MATCH,batch_clean
pay_8F2033856C1E46,order_CC459ADA82F448,order_CC459ADA82F448,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,4,0.0006,711.58,711.58,EXACT_MATCH,batch_clean
pay_A24E051BDFA542,order_F2CCE6E1EF0E4D,order_F2CCE6E1EF0E4D,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,3,0.005,179.83,179.83,EXACT_MATCH,batch_clean
pay_75812462C88846,order_093449EFED844A,order_093449EFED844A,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,4,0.0033,1818.35,1818.35,EXACT_MATCH,batch_clean
pay_68F609EDDC4944,order_F568953893E048,order_F568953893E048,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,5,0.0014,609.71,609.71,EXACT_MATCH,batch_clean
pay_73081C96E7544D,order_51EB28BD80074B,order_51EB28BD80074B,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,16,0.0002,2849.54,2849.54,EXACT_MATCH,batch_clean
pay_8C7B5ED664454E,order_E1C48BE579FA48,order_E1C48BE579FA48,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,1,0.0055,120396.32,120396.32,EXACT_MATCH,batch_clean
pay_32A978790FDF4C,order_2F1BD06125C949,order_2F1BD06125C949,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,2,0.0054,206524.33,206524.33,EXACT_MATCH,batch_clean
pay_9D1EF059E04F49,order_D0968B2D7E944A,order_D0968B2D7E944A,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,19,0.0027,2870.68,2870.68,EXACT_MATCH,batch_clean
pay_22F2429D40E74C,order_CD55CAEED36F4B,order_CD55CAEED36F4B,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,2,0.0066,10612.51,10612.51,EXACT_MATCH,batch_clean
pay_8340F20730304E,order_ACCA624A313F43,order_ACCA624A313F43,exact,0,0.0,1.0,0,128.81,0.0514,2.21,1.0,1,8,0.0033,2633.22,2504.41,AMOUNT_MISMATCH,batch_clean
pay_E9DBDE8619A745,order_B5CCFAB6F5CA4D,order_B5CCFAB6F5CA4D,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,3,0.004,347.55,347.55,EXACT_MATCH,batch_clean
pay_EA729847740F4B,order_5462BB58C8CC4C,order_5462BB58C8CC4C,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,5,0.0005,18408.96,18408.96,EXACT_MATCH,batch_clean
pay_1C2AB0307F2640,order_68ABC3A0019645,order_68ABC3A0019645,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,6,0.0003,2614.49,2614.49,EXACT_MATCH,batch_clean
pay_451B1A2F531446,order_5F4AC02B0B184A,order_5F4AC02B0B184A,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,7,0.0017,2564.31,2564.31,EXACT_MATCH,batch_clean
pay_4A557D91F7EE4F,order_4623E42FE8E34D,order_4623E42FE8E34D,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,18,0.0002,2861.59,2861.59,EXACT_MATCH,batch_clean
pay_9EE0890279FA41,order_749F0BF7CFE54B,order_749F0BF7CFE54B,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,5,0.0014,610.56,610.56,EXACT_MATCH,batch_clean
pay_9CDAC7A7213846,order_00C753159D7E42,order_00C753159D7E42,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,5,0.0049,20964.29,20964.29,EXACT_MATCH,batch_clean
pay_DB726386073E42,order_B52C874B42584F,order_B52C874B42584F,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,17,0.0012,2954.91,2954.91,EXACT_MATCH,batch_clean
pay_B82D80AAF7164F,order_43EB41D2758248,order_43EB41D2758248,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,0,0.032,3952.98,3952.98,EXACT_MATCH,batch_clean
pay_609B196D1C334C,order_F83C0E8FF29646,order_F83C0E8FF29646,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,0,0.0235,5720.39,5720.39,EXACT_MATCH,batch_clean
pay_4D8A831E64AB4F,order_F40C614FDD0145,order_F40C614FDD0145,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,18,0.0007,2942.95,2942.95,EXACT_MATCH,batch_clean
pay_305D12781DE04D,order_7A2119419DE341,order_7A2119419DE341,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,7,0.0028,1291.71,1291.71,EXACT_MATCH,batch_clean
pay_EE69627CBECE48,order_1E2482AE052C4F,order_1E2482AE052C4F,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,4,0.0083,21816.45,21816.45,EXACT_MATCH,batch_clean
pay_C607347F7D7D45,order_7BB24EDBB0DC4D,order_7BB24EDBB0DC4D,exact,0,0.0,1.0,0,0.0,0.0,6.0,1.0,1,0,0.0438,146978.04,146978.04,DATE_DRIFT,batch_clean
pay_9F12DEF4C7A547,order_92F4C79ED21D40,order_92F4C79ED21D40,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,7,0.0055,2698.87,2698.87,EXACT_MATCH,batch_clean
pay_D3BB3CD8A18A41,order_54392A2495824C,order_54392A2495824C,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,0,0.0339,7638.7,7638.7,EXACT_MATCH,batch_clean
pay_B6BBE9E6770147,order_3F3D2AA5EA8942,order_3F3D2AA5EA8942,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,7,0.002,1037.6,1037.6,EXACT_MATCH,batch_clean
pay_F2394AD4BBF74F,order_3B4B7883669549,order_3B4B7883669549,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,18,0.0002,2862.17,2862.17,EXACT_MATCH,batch_clean
pay_28AFC7EB5F1F44,order_7C6F606AAA1945,order_7C6F606AAA1945,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,0,0.0266,9141.76,9141.76,EXACT_MATCH,batch_clean
pay_E37E601ADB1545,order_81437A8468ED43,order_81437A8468ED43,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,1,0.0085,6658.84,6658.84,EXACT_MATCH,batch_clean
pay_BCC354702A2D4E,order_F8E11E10883F41,order_F8E11E10883F41,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,17,0.0008,2859.16,2859.16,EXACT_MATCH,batch_clean
pay_A9004302F44844,order_1D4A5D14ABA64E,order_1D4A5D14ABA64E,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,4,0.0039,1710.79,1710.79,EXACT_MATCH,batch_clean
pay_941758C7ED474D,order_0E55787200AD4D,order_0E55787200AD4D,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,2,0.0113,4733.0,4733.0,EXACT_MATCH,batch_clean
pay_73A3BB15955D45,order_5F21BEF2707343,order_5F21BEF2707343,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,2,0.0139,14350.01,14350.01,EXACT_MATCH,batch_clean
pay_BB820A6FA50141,order_AC7A907D86814F,order_AC7A907D86814F,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,2,0.0081,134.84,134.84,EXACT_MATCH,batch_clean
pay_A2AE9782A52348,order_41DC7E2BE0B144,order_41DC7E2BE0B144,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,3,0.0023,16874.34,16874.34,EXACT_MATCH,batch_clean
pay_5B2CC3A878544D,order_1A75FC55EC1046,order_1A75FC55EC1046,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,7,0.0017,17764.73,17764.73,EXACT_MATCH,batch_clean
pay_32B41FD585414F,order_F6BA0861481942,order_F6BA0861481942,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,1,0.0048,15327.61,15327.61,EXACT_MATCH,batch_clean
pay_A887D1C86C0E45,order_382280D5F73F49,order_382280D5F73F49,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,2,0.0087,13749.66,13749.66,EXACT_MATCH,batch_clean
pay_887AA5C4193943,order_AB4C0D898EEA49,order_AB4C0D898EEA49,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,6,0.0004,1925.37,1925.37,EXACT_MATCH,batch_clean
pay_732886A0808942,order_B3757E05D8FF46,order_B3757E05D8FF46,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,9,0.0023,20370.22,20370.22,EXACT_MATCH,batch_clean
pay_5010D3F9791248,order_08AE079E032646,order_08AE079E032646,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,0,0.0249,116.71,116.71,EXACT_MATCH,batch_clean
pay_8E9CAA7233924A,order_59A6B28CE62E47,order_59A6B28CE62E47,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,7,0.002,1039.69,1039.69,EXACT_MATCH,batch_clean
pay_511100A6ED8C47,order_0C50EE264B0943,order_0C50EE264B0943,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,6,0.0014,19188.42,19188.42,EXACT_MATCH,batch_clean
pay_8E5217DCCB734D,order_CE44B82934BF4B,order_CE44B82934BF4B,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,5,0.0016,834.96,834.96,EXACT_MATCH,batch_clean
pay_AAFA078E888949,order_15530599B4F74A,order_15530599B4F74A,exact,0,0.0,1.0,0,0.0,0.0,10.0,1.0,1,20,0.0006,2935.44,2935.44,DATE_DRIFT,batch_clean
pay_BCF71015725343,order_ECB917CA741545,order_ECB917CA741545,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,6,0.0004,1926.06,1926.06,EXACT_MATCH,batch_clean
pay_59203802521847,order_926CE989273046,order_926CE989273046,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,3,0.0007,649.59,649.59,EXACT_MATCH,batch_clean
pay_822DA54A02664A,order_D3E775816D154A,order_D3E775816D154A,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,6,0.0014,19215.32,19215.32,EXACT_MATCH,batch_clean
pay_44A303D1502345,order_7CA3286AA16C41,order_7CA3286AA16C41,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,4,0.0033,1812.41,1812.41,EXACT_MATCH,batch_clean
pay_9E66FE83C1BB48,order_380115A9B9434D,order_380115A9B9434D,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,16,0.0009,2076.99,2076.99,EXACT_MATCH,batch_clean
pay_602ABD928E5343,order_92B8567102094A,order_92B8567102094A,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,10,0.0,2761.29,2761.29,EXACT_MATCH,batch_clean
pay_120FD91E721F49,order_C78F69AC792746,order_C78F69AC792746,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,7,0.0047,1487.09,1487.09,EXACT_MATCH,batch_clean
pay_E094676E37A84A,order_4CE9B24B02FE47,order_4CE9B24B02FE47,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,12,0.0032,2817.73,2817.73,EXACT_MATCH,batch_clean
pay_794B6012662740,order_37D68891D7B84D,order_37D68891D7B84D,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,16,0.0011,2116.91,2116.91,EXACT_MATCH,batch_clean
pay_B3CE81D598A34F,order_8B5EAAA5D9F542,order_8B5EAAA5D9F542,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,2,0.0033,466.78,466.78,EXACT_MATCH,batch_clean
pay_5161B99A9A8745,order_85619ADE11F34B,order_85619ADE11F34B,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,5,0.002,827.67,827.67,EXACT_MATCH,batch_clean
pay_713F9D57A38E43,order_3329B049EB7C4A,order_3329B049EB7C4A,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,1,0.0072,388.91,388.91,EXACT_MATCH,batch_clean
pay_D5BA1475CF3447,order_07042BA8351043,order_07042BA8351043,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,2,0.0158,1226.77,1226.77,EXACT_MATCH,batch_clean
pay_5FC5CD144E9946,order_13FBEDD0DBB743,order_13FBEDD0DBB743,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,3,0.0156,1246.51,1246.51,EXACT_MATCH,batch_clean
pay_0E96F1AC0AF743,order_E83ED234575249,order_E83ED234575249,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,5,0.0016,833.61,833.61,EXACT_MATCH,batch_clean
pay_A2F470928BC742,order_D8730E36E90247,order_D8730E36E90247,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,8,0.0009,2027.3,2027.3,EXACT_MATCH,batch_clean
pay_C3FB625BF8C741,order_77E3EB8E5F914C,order_77E3EB8E5F914C,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,0,0.0565,3543.53,3543.53,EXACT_MATCH,batch_clean
pay_EAC83C5AA6BD4C,order_ADE87654389147,order_ADE87654389147,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,6,0.0039,1203.52,1203.52,EXACT_MATCH,batch_clean
pay_2FE81355E0FF43,order_CE1182EACAB942,order_CE1182EACAB942,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,6,0.0037,970.19,970.19,EXACT_MATCH,batch_clean
pay_28D4CCA4CC6248,order_F4ED3C3597DD44,order_F4ED3C3597DD44,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,14,0.0005,2280.37,2280.37,EXACT_MATCH,batch_clean
pay_23E576D787A945,order_300B29E738E341,order_300B29E738E341,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,3,0.0096,619.38,619.38,EXACT_MATCH,batch_clean
